¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676115
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982893
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223884
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481898
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762067
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06526
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.384889
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73639
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140388
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584482
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088123
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648485
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30208
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00777
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80529
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46489
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.509
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63795
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98724
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47378
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18177
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71458
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54219
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204582
Ğ(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.366558
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540054
