¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89036
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.18723
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.11786
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.217
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.22263
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.2376
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.25765
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.28189
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356649
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619586
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901609
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210303
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.5495
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924121
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328087
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.780208
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.28196
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.841941
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46229
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82578
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71489
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71125
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84199
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17934
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53124
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32704
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34165
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.27122
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.23402
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.22606
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.02181
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.14887
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.24541
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.26133
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.28142
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.30571
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61343
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894164
š(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202189
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540567
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913954
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316812
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768074
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268356
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825457
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44361
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80465
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6904
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67887
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80391
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13405
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52617
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3522
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36953
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.29233
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.2486
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.24533
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.05448
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.16153
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.27549
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.28785
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.30437
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.32483
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345326
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607246
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88676
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194073
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531633
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90382
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305577
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.755989
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254807
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809094
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42507
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11162
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66601
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6468
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76632
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0893
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58151
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37964
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40533
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.34234
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.30556
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.29706
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.09156
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.32961
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.32358
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.09216
„(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.85945
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.1016
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339629
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600893
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879352
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185954
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523211
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893724
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.294388
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743955
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241317
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.79286
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40667
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08948
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64175
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61514
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72914
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04508
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60004
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40467
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54972
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37288
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.36485
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.2594
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.13309
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.36973
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.36368
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33391
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593994
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871943
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177835
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515004
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883669
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.283242
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731972
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227885
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776755
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38827
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06757
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86932
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58381
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69243
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00142
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54374
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34016
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69754
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47136
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.87778
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.17911
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.22956
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 23.47104
ô(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328171
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587107
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864535
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169714
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506766
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873657
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272145
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720045
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21452
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.760782
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36999
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04591
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84722
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55289
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65611
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95831
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48643
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27649
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84895
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5732
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.27879
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.2603
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.24599
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.21814
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.32999
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32241
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580229
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85713
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161599
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498498
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863687
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261099
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708174
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201219
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744944
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35129
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02448
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82524
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5223
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62027
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91453
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42236
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21374
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85984
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67843
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.31305
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.2987
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 22.27326
(410.89, 14.09, 246.27) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 21.29714
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316631
(410.89, 14.09, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573362
