¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984579
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0128
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41518
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2709
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85563
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85027
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624815
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809896
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008783
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223026
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468505
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716911
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938257
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176135
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460373
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843343
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356838
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795267
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4194
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946568
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5677
”(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44943
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9585
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40697
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2618
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8462
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8624
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610313
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794349
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992076
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205027
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447826
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696125
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915993
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152234
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428792
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797597
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316467
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748423
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.368408
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.90952
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53052
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36278
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80728
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4006
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25476
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83756
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87555
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76321
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.596054
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779065
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975655
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187339
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427442
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675885
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89432
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128972
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397847
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752362
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.264876
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702216
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315255
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873281
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48951
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27728
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65805
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39621
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27389
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82965
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85959
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43312
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582037
†(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764044
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959519
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169962
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407349
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656186
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873234
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106345
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367531
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70764
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213909
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66937
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262828
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837849
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44944
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19292
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5108
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3937
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29964
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8225
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76898
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1262
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568263
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749283
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943668
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152896
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387548
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637027
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852727
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084343
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337838
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663429
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163564
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637261
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211123
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804595
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41027
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10969
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36555
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3931
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32733
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8161
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65004
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91696
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554728
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734783
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928098
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136137
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36804
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618399
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832792
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062963
‹(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310656
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624115
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113838
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605886
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160134
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775062
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37202
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02758
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23705
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39439
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35696
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81047
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53514
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71225
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541434
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720545
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912812
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119687
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348824
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600299
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813427
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042198
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288332
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593042
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064733
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575237
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10986
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746352
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33466
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99446
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20003
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39759
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38858
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80558
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42417
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51197
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52838
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706566
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897808
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103543
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329898
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582723
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794627
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02204
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266671
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56264
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016244
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545307
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.060291
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.718458
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29819
›(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97097
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10072
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40269
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33677
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80148
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31699
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72061
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515567
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.692848
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883085
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087707
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311264
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565668
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776385
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002489
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245661
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532901
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96837
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511616
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.011427
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671627
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2626
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93173
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00295
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32055
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23741
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79815
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21361
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06261
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502994
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679385
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868643
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072173
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292918
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546666
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758699
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983535
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225299
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503817
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921109
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.457558
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963264
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.616034
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22788
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89226
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9067
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10283
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14128
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79556
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11396
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00711
‘(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490659
(327.45, 7.25, 328.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666183
