¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.815
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4764
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31271
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28337
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49037
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90254
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61434
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.86431
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.72566
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413217
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616693
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837244
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066836
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320474
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607668
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919262
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260764
ƒ(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648987
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106109
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590563
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13732
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753547
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46671
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30373
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28165
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46365
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87795
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60366
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82735
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.68275
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407272
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61026
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830265
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06224
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315259
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601946
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915362
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256814
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644588
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092281
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574989
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120348
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740837
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51966
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0852
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13125
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37863
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24935
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59356
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79128
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64102
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401396
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603903
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823367
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057888
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310123
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59631
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911102
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25296
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640297
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078631
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559616
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745165
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40842
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17088
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0564
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0972
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3377
·(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8412
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70087
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57017
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.60046
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395587
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59762
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81655
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053779
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305068
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590763
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90499
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249204
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636114
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63374
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146813
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726748
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38731
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14653
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02801
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06362
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29741
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79196
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63929
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9805
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90661
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.38985
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591414
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809818
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047203
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300094
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585306
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898977
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32594
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163928
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619494
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130779
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708582
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36658
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12257
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00005
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03057
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25776
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74351
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57876
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90278
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94005
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.384181
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585285
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803167
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039966
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295201
å(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579938
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377269
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744258
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151402
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605452
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114984
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690668
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34609
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09893
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97248
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99798
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2187
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69585
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51927
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82643
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83856
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378585
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579232
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796603
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032823
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29039
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035583
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367156
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733111
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138998
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591581
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0994
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672996
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3259
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07565
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94529
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96593
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18027
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64895
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46077
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75144
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73904
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.37306
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573258
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790124
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190651
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725596
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026587
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357232
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722139
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126791
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577954
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084036
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655578
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30599
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0527
û(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91857
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93437
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14244
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60282
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40331
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67786
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64141
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367607
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567362
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191478
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443121
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71748
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01765
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347414
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711305
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11472
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564488
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06886
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638392
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28641
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03012
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89227
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90331
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10527
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55749
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34682
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6056
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54569
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362227
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953635
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184711
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435772
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709466
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008884
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33775
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700596
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102873
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551221
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053965
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621498
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26709
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00787
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86633
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87273
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06869
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51291
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29137
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53468
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45189
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734581
(359.84, 7.14, 352.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947472
