¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849036
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798582
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023615
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268075
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538048
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839683
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171914
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539652
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948821
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402816
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896656
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454182
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08834
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81592
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6133
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80012
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8959
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21907
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84826
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90304
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57463
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49893
(380.75, 7.44, 347.08) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 24.97845
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792272
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016792
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26063
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52955
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830347
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161634
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528236
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936046
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389215
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881376
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436864
Ó(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06856
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79316
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63258
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98095
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86095
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17651
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79533
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83543
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48526
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47539
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78598
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009974
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253207
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521094
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821025
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151344
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516849
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923349
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375724
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866184
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419677
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04895
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77055
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60626
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27426
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82635
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13442
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.743
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76863
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39708
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44407
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779761
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003185
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245862
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512646
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811737
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141121
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505511
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910693
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362335
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851155
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40264
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02949
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74816
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58021
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55454
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79212
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09278
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69127
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70267
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31009
å(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41612
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773554
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996481
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238589
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50423
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80251
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130904
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49419
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898067
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349036
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836224
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385747
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01026
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.726
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55437
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52413
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98356
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05159
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64014
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63752
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22429
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39154
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767412
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989825
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231327
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495842
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793275
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120744
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482907
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885495
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3356
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821439
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369042
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991185
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70403
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52884
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49407
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30849
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01086
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58962
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57321
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13966
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37027
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761329
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983214
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224182
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487472
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784122
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110634
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471679
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873001
è(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321569
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806815
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352454
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972252
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68228
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50354
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46428
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60296
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97059
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5397
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50971
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0562
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90255
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755301
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976675
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217036
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479148
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774977
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100541
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460508
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86054
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307629
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792262
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336038
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953514
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66073
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47851
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43481
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56784
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09462
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49039
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44703
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97391
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36201
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749271
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970168
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209974
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471149
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76587
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090481
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449376
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849188
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297105
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777884
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319739
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934982
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63939
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45372
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40566
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53307
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40996
Ü(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44168
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38518
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89278
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.25098
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743344
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963723
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202952
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463512
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756781
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080765
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44068
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840702
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284407
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763642
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303621
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91662
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61829
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42922
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37688
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49872
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77903
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39359
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32416
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.81282
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.1417
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73746
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957364
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196035
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455937
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749142
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07391
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43306
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832244
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271836
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749523
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287697
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898437
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59743
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40499
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34834
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46475
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80624
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3461
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26395
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73401
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.03414
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731583
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951018
(380.75, 7.44, 347.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189125
