¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04414
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296076
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550776
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828304
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131899
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465211
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83285
(441.31, 14.17, 272.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 7.915297
(441.31, 14.17, 272.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 7.915228
(441.31, 14.17, 272.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 7.916704
(441.31, 14.17, 272.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 7.919725
(441.31, 14.17, 272.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 7.924292
(441.31, 14.17, 272.67) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 7.930413
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92962
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40079
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94193
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0712
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60803
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1407
»(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67966
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38263
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83027
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26618
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8708
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65481
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059541
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293885
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548365
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825715
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129011
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462082
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829186
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215973
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644783
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122704
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658495
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08652
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51878
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95454
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42797
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95118
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0405
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73302
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25228
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74394
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6026
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02346
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49192
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23889
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057554
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291722
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546015
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823153
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12621
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458975
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824937
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211304
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639593
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.525432
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.496799
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11256
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54475
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98061
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4564
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9893
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01032
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84057
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31775
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81128
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79326
Ù(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22414
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84739
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58866
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055613
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289611
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543719
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820642
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123439
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455931
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820834
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206767
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.431203
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.401184
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.373005
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.346637
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.32205
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.299221
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.278129
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.276581
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98063
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91884
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38369
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88164
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99127
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47813
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19045
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053699
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287492
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54145
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818149
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120761
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452979
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816851
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202362
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.311665
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.282105
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.254359
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.228398
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.2307
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.244147
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.259252
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.276027
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95147
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98351
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45257
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98119
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19697
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81501
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47265
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051787
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285485
Ù(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539215
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815726
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118069
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450061
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812967
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198084
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.301035
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.308516
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.317631
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.328392
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.340811
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.354896
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.370664
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.388131
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92277
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05093
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52443
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2525
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46057
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08847
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12581
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049964
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283446
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537026
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813358
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115496
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447159
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80819
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193961
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.413258
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.421315
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.431033
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.442422
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.45549
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.470255
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.486727
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.504925
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89459
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12121
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59929
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53469
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72582
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37356
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27185
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04815
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281507
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534901
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811008
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112936
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444359
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802318
æ(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190004
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615891
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.538795
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.549154
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.561209
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.574971
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.590455
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.607677
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.626653
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86693
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19435
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67724
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80248
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00216
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73984
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69468
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046369
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279555
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532819
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808716
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110412
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439576
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796585
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18618
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611653
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.661201
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.672242
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.685003
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.699505
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.715755
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.733771
(441.31, 14.17, 272.67) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 8.753572
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84523
(441.31, 14.17, 272.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 13.75247
(441.31, 14.17, 272.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 13.86706
(441.31, 14.17, 272.67) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 13.98632
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29022
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88766
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044612
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277667
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530758
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806457
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107958
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434432
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790951
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182487
(441.31, 14.17, 272.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607572
