¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24504
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47884
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74036
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33558
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33401
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12461
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00079
ƒ(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.24446
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000765
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27247
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556499
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870505
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238115
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637281
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098029
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632921
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203438
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.858137
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58941
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44777
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49448
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76905
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3691
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35417
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20893
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13741
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.44355
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007095
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279423
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561512
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878148
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246634
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644101
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.109546
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639426
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211141
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.86649
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59598
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46183
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51156
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78905
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40227
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35377
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25069
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14007
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.52477
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013306
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284803
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566455
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885621
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254966
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650775
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120763
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645727
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.218602
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874577
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60233
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47553
„(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52818
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80847
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43511
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35332
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29256
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.97397
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65934
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019393
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289242
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571323
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89292
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262462
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657298
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131675
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651816
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225817
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882387
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60846
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48884
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54433
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8273
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46756
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35286
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33455
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81891
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80086
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025361
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293612
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576118
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900045
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26817
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663666
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142283
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.657701
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.232783
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.889393
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61436
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50178
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55999
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84555
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43648
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35228
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37667
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.69544
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.94533
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0312
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297913
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580836
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906994
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273736
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669881
û(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152575
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.663366
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239498
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894302
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62409
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51432
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57517
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86318
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45276
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35171
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41241
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.68971
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.06932
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036914
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302142
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585475
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91376
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279163
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676785
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162551
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66882
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245957
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.899016
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63352
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52646
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58984
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88021
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46484
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35108
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4116
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71012
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19468
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0425
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3063
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590038
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920344
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284447
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68529
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.167891
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674077
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251949
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.903533
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64264
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53819
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60402
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89661
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47634
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35039
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41074
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.73071
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32266
í(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047954
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310385
(335.08, 7.48, 353.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59452
