¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677306
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.923933
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.916625
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.910499
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.905538
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.901732
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.899102
ö(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.897625
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.897313
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.898141
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454947
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571499
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694252
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82374
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960387
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104887
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257765
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41979
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591743
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.238429
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.097672
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.030854
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.994694
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.977358
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.963192
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.950278
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.938557
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.928049
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.918742
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.910622
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.90367
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.897895
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.893285
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.889843
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.88755
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.886415
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.886432
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.887607
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463349
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58029
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703497
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833432
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970637
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115619
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269141
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431783
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604433
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.247176
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.101649
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.034
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.997518
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.98029
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.966457
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.953864
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.942484
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.932303
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.923322
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.915519
ø(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.908899
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.903447
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.899161
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.896044
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.89408
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.89327
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.893613
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.895117
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46897
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589587
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713224
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.843675
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981384
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126977
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281072
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444421
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617823
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817432
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.134484
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.059217
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.019928
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.002212
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.988698
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.976436
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.965377
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.955533
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.946889
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.939427
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.933156
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.928048
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.924125
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.921371
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.919763
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.919324
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.920054
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.921947
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464889
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598214
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723482
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.854442
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992692
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138906
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293653
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457731
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631893
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828001
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.214622
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.113437
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.066655
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.047225
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.034122
ô(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.022275
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.011641
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.002229
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.994023
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.987013
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.98121
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.976586
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.973144
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.970881
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.969811
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.969892
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.971174
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 5.973626
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46115
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594228
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734227
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865739
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004615
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151441
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306909
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471694
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646718
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83908
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130015
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.228997
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.154149
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.128727
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.116413
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.105378
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.095587
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.087057
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.079767
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.073703
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.068869
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.065253
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.062874
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.061698
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.061749
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.063018
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.065514
(399.02, 14.73, 310.19) (382.08, 9.00, 299.08) (0.81, 2.16, 0.81) Human 6.069237
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.457737
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590686
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731409
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877593
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017056
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16458
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320755
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486373
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66222
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850611
™(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142558
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462094
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813104
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200442
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629957
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160383
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793217
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52147
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78958
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54789
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76872
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51077
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99212
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454737
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587495
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728061
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877016
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030106
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178332
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335291
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501695
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678448
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866441
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155654
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47637
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8288
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21781
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649257
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173801
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807994
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53855
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6375
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57216
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7948
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52044
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96081
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452103
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584726
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725128
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873892
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031859
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192695
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350434
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517722
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695426
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884447
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169218
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491272
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845164
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235885
(399.02, 14.73, 310.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669321
