¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29063
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64574
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96723
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30547
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60236
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89185
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48688
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55384
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882891
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123334
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38557
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672628
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988139
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336229
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721943
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15214
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621017
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144782
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738326
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83442
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43219
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01962
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64354
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32323
Æ(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92264
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61714
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09875
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39205
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70008
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02389
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36456
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68631
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02638
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76975
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868482
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107648
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368431
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653832
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967435
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313452
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696613
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123811
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593816
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114079
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.70341
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81875
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41473
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02166
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64577
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36179
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96605
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62918
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15521
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44723
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75754
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08377
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42713
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77423
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29764
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0655
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854124
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092021
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351361
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635116
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946827
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290762
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671417
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095644
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566797
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083603
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668766
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80366
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39787
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02458
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64901
Ä(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36799
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0113
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67894
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27017
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55887
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86188
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18012
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51466
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86672
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58108
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37489
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839822
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076457
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334366
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616486
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92632
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268083
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646365
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067645
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539606
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.053359
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.634402
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78916
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38167
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0284
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65327
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37521
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05844
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7308
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38945
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6829
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99093
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31454
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65484
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23258
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94532
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72338
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825576
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060957
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317445
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597943
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905915
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245527
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621455
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039816
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50853
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02335
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21981
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77521
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36612
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02806
Æ(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65855
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38344
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10753
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78475
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51303
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81162
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12493
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4542
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80051
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61569
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36126
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81139
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045528
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300603
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57949
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885615
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223092
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59669
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012162
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477459
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993579
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17921
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76181
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35121
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01131
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66488
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39275
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15856
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84091
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57214
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94526
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26408
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59924
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2282
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0195
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04708
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797266
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030167
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283843
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561133
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865425
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200785
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572077
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984688
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446597
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964046
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13908
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74902
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3369
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99528
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6722
É(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40306
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21152
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89906
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63372
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08395
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40858
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74989
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69637
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44563
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783206
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014881
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267165
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542871
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845348
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178611
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547535
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957395
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415956
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932448
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09943
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73679
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32322
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97995
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6806
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41442
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26653
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95713
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69776
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22789
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55853
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15337
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11014
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769211
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99967
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250575
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524709
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825383
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15657
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523076
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930288
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385534
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898073
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0602
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70362
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31022
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9653
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68998
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42682
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28427
(338.63, 7.51, 336.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01744
