¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.64671
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05769
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20255
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.98179
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.94934
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.91955
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.89241
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.86789
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.84596
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.8266
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.8098
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.79553
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.78378
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.77454
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.7678
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.76355
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46536
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905165
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389215
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82805
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21517
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63619
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09568
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91978
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.9176
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.88721
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.85946
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.83432
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.81178
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.7918
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.77437
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.75948
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.7471
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.73723
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.72985
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.72496
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.72255
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459247
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898355
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381555
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857927
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24761
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6715
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1284
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64606
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.89606
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.86569
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.83797
ú(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.81286
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.79033
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.77037
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.75295
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.73807
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.72569
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.71639
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.7108
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.70768
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.70705
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452717
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891097
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373455
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888247
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28049
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70732
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15919
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57233
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.91746
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.88895
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.86306
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.83978
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.81907
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.80093
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.78532
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.77224
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.76167
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.7536
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.74803
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.74495
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.74435
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.80252
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4458
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88339
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36496
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888825
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31385
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74368
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19079
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60644
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96272
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.93812
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.91446
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.8934
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.87492
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.85898
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.84559
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.83473
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.82639
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.82055
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.81722
ô(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.81639
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.81805
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.82222
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.68489
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438466
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875258
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35605
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878841
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34771
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78055
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22317
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64141
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6257
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.0474
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.02368
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.00258
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.98407
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.96814
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.95477
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.94396
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.93567
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.93253
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.93281
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.93563
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.94096
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 12.94882
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.90038
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430754
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866688
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346725
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868393
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38202
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81796
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25639
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67729
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3018
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.23786
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.21778
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.20032
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.18548
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.17324
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.16358
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.1565
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.152
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.15068
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.15999
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.1719
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.18639
(443.57, 14.02, 269.40) (441.14, 9.01, 239.46) (2.48, 2.64, 2.46) Tools 13.2035
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.79247
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422661
ã(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857687
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337008
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857506
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41679
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8559
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29041
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71405
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17317
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02577
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38501
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.50388
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.73383
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.85569
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.6219
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.42433
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 17.00088
(443.57, 14.02, 269.40) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.89497
(443.57, 14.02, 269.40) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.88733
(443.57, 14.02, 269.40) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.88338
(443.57, 14.02, 269.40) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.88312
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.83561
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414156
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848238
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32688
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846188
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42888
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89434
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32524
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7517
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21399
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65616
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26248
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29474
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.52432
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.5029
(443.57, 14.02, 269.40) (441.05, 8.60, 236.51) (2.32, 1.85, 2.92) Tools 15.48455
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.9051
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.52844
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 18.00788
(443.57, 14.02, 269.40) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.97411
(443.57, 14.02, 269.40) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.9723
(443.57, 14.02, 269.40) (440.29, 9.03, 233.27) (2.56, 2.61, 2.56) Tools 18.97419
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 18.0062
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 16.22861
(443.57, 14.02, 269.40) (440.23, 9.89, 235.91) (2.32, 1.85, 2.92) Tools 15.89119
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405292
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838367
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316365
(443.57, 14.02, 269.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834419
