¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 15.65076
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.934964
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.91948
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.905225
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.892186
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.368753
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.355407
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 14.40574
(412.67, 14.27, 249.68) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 16.12658
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.796408
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 15.94055
(412.67, 14.27, 249.68) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 17.77633
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331044
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708956
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920531
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149471
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389267
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.879397
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.85184
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.825671
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.80086
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.777382
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.755211
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.734323
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.758842
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.968805
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.950819
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.934093
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.918614
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.904362
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.085578
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.367676
ı(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.453664
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 14.546
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.722524
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 16.38606
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 16.26191
(412.67, 14.27, 249.68) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 18.01883
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328723
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510489
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706236
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917612
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146496
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387621
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648093
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932124
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.825965
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.801153
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.777673
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.755501
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.894793
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.988372
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.969104
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.951118
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.934391
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.91891
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.985822
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.580929
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.567708
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 14.71611
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 14.69192
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.23577
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 16.74434
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 16.59979
(412.67, 14.27, 249.68) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 18.27165
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326502
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.508121
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703698
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914862
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143503
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386214
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646574
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930475
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241183
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.080176
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.055565
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.032324
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.010429
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.989854
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.97058
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.952587
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.089791
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.613044
ø(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.597118
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.58255
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.569323
(412.67, 14.27, 249.68) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 14.42666
(412.67, 14.27, 249.68) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 14.53287
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.33954
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 17.12207
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 16.95538
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40275
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324442
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505882
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701294
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912258
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1407
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385003
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645272
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929059
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239634
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.140103
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.230044
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.20613
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.183601
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.344414
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.408918
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.389601
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.520745
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.615974
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.600039
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.585461
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.572225
(412.67, 14.27, 249.68) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 14.19985
(412.67, 14.27, 249.68) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 14.17653
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.49687
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 17.52078
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 17.32999
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.16658
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.322501
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503783
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699049
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909854
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13807
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384063
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644224
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927911
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238378
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.144063
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.234058
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.210126
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.187578
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.346439
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.413032
ô(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.393699
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.523289
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.620209
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.604259
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.589668
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.57642
(412.67, 14.27, 249.68) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 14.2907
(412.67, 14.27, 249.68) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 14.26714
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.66053
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 17.94212
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 17.72507
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.49753
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320698
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501859
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696934
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907564
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135613
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383262
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643408
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927045
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237396
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.149247
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.239312
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.215354
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.192782
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.348813
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.418414
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.399061
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.526271
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.62575
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.609782
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.595173
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.581909
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.879789
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.169198
(412.67, 14.27, 249.68) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.31419
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37847
(412.67, 14.27, 249.68) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 18.1422
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24474
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319005
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50006
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69501
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905476
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133351
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380809
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642859
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926434
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236761
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.155658
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.24581
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.221822
ï(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.199219
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.351536
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.425074
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.405693
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.529695
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.632605
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.616614
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.601983
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.588699
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.576747
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.566118
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.556799
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.790762
(412.67, 14.27, 249.68) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.076392
(412.67, 14.27, 249.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06703
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247946
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548943
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885998
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256232
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664732
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048194
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708625
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47967
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43361
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0764
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89471
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.61465
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.58787
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.48422
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.46302
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.4445
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.42866
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.49466
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.48404
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.49019
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.96525
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26277
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572861
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912228
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285128
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696699
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08074
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647728
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40852
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37554
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12545
(411.93, 14.22, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96727
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.547
(411.93, 14.22, 249.65) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.52029
