¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305292
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77679
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.7909
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80794
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.82791
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85083
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514919
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799608
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111826
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455617
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835896
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258802
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731751
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264067
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837084
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24627
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69316
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22798
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73206
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3488
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37252
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.14204
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13333
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12759
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1248
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12496
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12807
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.13413
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.14315
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.15513
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.1701
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.18805
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.20902
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.23302
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505331
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789153
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100332
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442923
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8218
˜(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243071
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714121
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244138
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838432
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24774
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69476
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21245
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73663
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35391
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34267
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.53882
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.53042
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.52505
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.52271
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.52339
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.52711
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.53385
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.54364
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.55646
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.57235
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.59132
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.61337
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.63855
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495679
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77861
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088759
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43014
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807636
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227262
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696386
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224101
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822057
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24983
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69704
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18734
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74202
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35988
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31277
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87225
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.8909
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63408
(377.30, 7.50, 342.99) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 24.78206
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485998
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768003
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077078
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417262
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793371
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211369
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678514
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203937
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799127
…(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25252
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69998
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1907
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74817
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3667
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2828
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54052
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10228
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49099
(377.30, 7.50, 342.99) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 24.45692
(377.30, 7.50, 342.99) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 24.66838
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476243
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757298
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06532
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404294
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779012
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195342
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660599
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183698
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776092
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25583
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70359
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19939
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75741
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37438
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26381
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45885
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99635
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3482
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466395
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74657
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053532
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391282
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764575
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179266
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64255
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163335
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752964
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25976
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7079
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20873
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76997
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38292
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25045
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37716
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89051
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20575
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45653
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735745
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041654
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378196
€(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750068
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16309
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624413
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142887
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729692
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26429
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71286
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21871
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78334
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39601
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2362
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29544
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7848
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06369
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446587
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724895
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029718
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364995
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735479
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146848
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6062
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122357
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706381
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26942
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71848
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22937
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79755
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41172
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22099
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21375
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67923
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92206
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436575
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713927
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017734
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35178
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720827
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130554
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587918
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101745
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682963
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2752
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72474
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24067
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81256
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4284
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2447
(377.30, 7.50, 342.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13209
