¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356578
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.53668
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11147
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11629
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27857
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6382
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24975
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96473
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47162
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48159
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366208
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565856
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740247
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804687
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014597
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239325
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480437
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784983
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104523
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451106
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830455
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247349
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.718162
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.28802
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.93114
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.66245
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.50124
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.35828
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08803
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24577
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59966
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20379
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02083
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63588
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70327
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349792
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547629
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759552
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820982
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210884
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4656
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76238
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078085
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422268
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79888
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212628
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.693588
†(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26042
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.89992
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.62684
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.46025
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.32594
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06133
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21479
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56327
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16041
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0817
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80637
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9334
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299376
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529753
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740409
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858653
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962018
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183107
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449879
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738607
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052251
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3941
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768046
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.178735
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.669641
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23352
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8695
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59217
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.42037
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.29494
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03617
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18558
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52894
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11959
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03226
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98326
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231975
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512225
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721646
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917162
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947238
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161873
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42843
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71538
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02702
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366595
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737947
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.145661
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.646313
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.20734
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83989
¨(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.55843
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.38157
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.26527
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01254
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15815
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49682
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0813
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9859
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16672
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165791
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462638
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703259
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926657
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988616
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143993
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407477
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692698
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002385
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339746
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708578
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.125073
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.623598
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18185
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.81109
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.52561
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.34386
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.23693
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.1711
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13256
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46675
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0455
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94256
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26437
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10077
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390907
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685246
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907337
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040155
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125034
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387018
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670553
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978341
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313552
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.67993
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.105254
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.601501
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15705
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.78307
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.49372
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.30721
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.20947
·(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.14082
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10869
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43873
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01224
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90228
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21464
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036929
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320529
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633477
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888421
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125802
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149023
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367047
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648943
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954884
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288001
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651997
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.085981
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.580016
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13295
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.75585
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.46273
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.27162
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.17999
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.11206
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08661
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41283
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98139
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86499
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16861
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974239
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251527
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557135
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869906
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105904
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204659
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347563
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627864
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932009
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263091
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.625102
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.067245
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.559134
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10954
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.72941
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.43265
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.23708
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.15177
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.08479
(365.77, 9.55, 331.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06628
