¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93088
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5964
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36826
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77879
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.192708
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343993
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500947
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668537
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847835
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040061
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246616
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475961
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672934
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883649
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109536
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352235
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644789
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113595
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645449
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.199151
²(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849549
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93162
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9465
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87165
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89838
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96017
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89627
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50889
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35114
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10523
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59444
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88391
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191167
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.34226
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499103
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666568
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845732
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037808
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244196
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473561
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670375
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880919
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106614
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349099
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62802
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094664
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623909
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.185817
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35893
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88793
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92478
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84234
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82856
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93365
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78166
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35798
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19025
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8524
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41759
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70289
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.189861
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340798
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497545
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.664909
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843957
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035908
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242157
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471704
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668399
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878806
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104356
µ(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346679
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618996
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076214
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602924
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173112
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2809
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84596
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9032
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81324
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76142
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95014
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67127
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21246
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0359
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61867
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24799
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52937
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.188791
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.339608
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496277
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.663557
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842512
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03436
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240494
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470394
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667002
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877315
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10276
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344967
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611626
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058244
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582491
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675081
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20505
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79861
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88181
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78436
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.697
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95982
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56497
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07223
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88792
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46312
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08545
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36313
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187954
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338688
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495299
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.662512
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841395
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033165
¿(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239211
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467924
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666184
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876443
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101826
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343966
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60492
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040751
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562606
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608855
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13122
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71585
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86053
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75569
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72584
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97202
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46268
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10304
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74608
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31407
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90602
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1982
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187352
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338039
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494609
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661776
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.840609
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032322
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238306
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465601
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665946
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876189
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101554
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343674
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60442
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023734
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081195
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544394
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05946
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63546
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83938
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72724
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77501
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98676
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36424
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17131
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61034
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17144
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65166
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02205
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186984
±(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.337662
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494206
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661347
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84015
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031831
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237779
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463636
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666288
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876553
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101943
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344091
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60487
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007188
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02449
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481677
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989675
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54621
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8184
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69903
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82631
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00407
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2697
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24296
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48037
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95102
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4073
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82968
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186663
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.337555
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494093
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661225
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.840021
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031692
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237629
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462028
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667208
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877535
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102995
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34522
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.606082
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991112
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969323
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420625
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921838
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44317
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7976
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67105
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87982
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02391
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18261
(336.16, 7.31, 329.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31806
