¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ù(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943947
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98351
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04671
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34877
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91002
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92978
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85769
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.9847
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.95643
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.93231
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.91231
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.89643
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.88464
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.87693
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.87329
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.87372
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836234
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065691
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317262
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597747
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911265
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24339
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654395
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064994
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533542
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048583
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.62199
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28669
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04706
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94307
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99854
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28708
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83328
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81702
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70185
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.88729
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.85918
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.8352
Ê(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.81532
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.79954
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.78783
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.78018
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.77659
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.77704
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829425
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058455
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309379
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588444
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900465
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231479
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63768
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046371
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511807
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025198
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595449
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25651
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.013
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90295
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95077
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22597
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75735
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70383
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54828
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.79483
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.76686
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.74302
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.72325
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.70756
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.69593
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.68834
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.68478
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.68526
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822666
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051248
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301525
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579074
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889711
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21962
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621053
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.027853
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.490206
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001391
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569087
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22654
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97919
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86314
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90341
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16546
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68223
Ú(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59514
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39703
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.7072
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.67938
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.65566
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.636
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.6204
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.60884
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.60131
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.59779
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.59829
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815958
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044071
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293704
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569638
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879009
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207821
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60452
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009442
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46874
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.977189
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542905
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19679
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94564
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82366
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85646
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10553
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60792
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49508
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24801
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.62433
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.59664
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.57303
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.55347
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.53796
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52647
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.51898
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.5155
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.51602
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809301
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036926
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28592
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560142
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.868358
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19608
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588087
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991147
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447417
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953153
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516905
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16726
ß(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91234
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7845
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80992
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0462
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53442
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39628
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10129
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.54611
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.51854
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.49504
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47559
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.46015
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44872
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44129
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.43784
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.43838
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802695
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029811
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27817
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550585
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.857762
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184402
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571752
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972964
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426236
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929284
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491092
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13795
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87931
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74568
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76381
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98748
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46172
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29876
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95679
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47246
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44501
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42162
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.40225
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.38689
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.37552
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.36813
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.36472
(346.67, 7.02, 363.64) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.36527
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796145
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02273
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270457
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540971
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847221
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.172786
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555515
ß(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954898
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405197
(346.67, 7.02, 363.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905588
