¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775192
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403633
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766391
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168207
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61565
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11682
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68192
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32383
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05923
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90787
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85639
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96796
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30626
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90674
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.83546
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3262
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782833
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002241
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239996
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494844
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772773
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073311
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402261
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764875
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166529
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613774
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114715
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679541
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32112
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0561
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90327
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85147
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96158
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2976
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89616
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82392
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32034
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782474
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001851
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239466
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494266
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772141
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072178
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401017
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7635
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165004
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612072
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112802
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677378
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31865
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05327
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89911
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84703
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.956
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28966
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88646
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.81352
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31568
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.91017
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782162
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001515
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239009
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49377
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771598
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07116
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399897
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762264
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163631
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61054
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111083
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.675436
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31644
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05072
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89536
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84307
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9513
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28243
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87764
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80424
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3122
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89852
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781901
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001233
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238626
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493352
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770829
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070257
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398901
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761166
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162414
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609181
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.109559
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673709
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31447
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04846
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89203
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83959
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94715
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27593
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8697
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79695
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30993
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.88843
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781691
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001004
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238317
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493018
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770109
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069468
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398035
¢(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76021
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161352
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607995
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10823
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.672206
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31276
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04649
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88913
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83649
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94355
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27013
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86263
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79099
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30885
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.87988
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781528
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000829
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238082
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492763
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769493
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068793
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397293
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759391
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160444
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606982
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.107091
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670918
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31129
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04481
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88665
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83384
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94049
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26506
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85643
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78613
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30896
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.87864
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781417
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000709
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237922
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492589
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768982
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068233
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396679
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758711
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159691
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606142
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.106148
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669852
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31008
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04341
Ÿ(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88459
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83169
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93799
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2607
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85111
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78235
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31027
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.88553
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781355
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000641
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237837
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492495
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768575
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06779
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396189
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758171
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159094
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605474
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105399
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669004
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30911
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0423
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88295
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83003
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93603
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25705
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84667
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77965
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31277
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89355
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781342
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000627
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237825
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492482
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768273
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067459
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395827
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75777
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158648
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604978
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104844
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668374
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3084
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04148
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88173
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82887
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93462
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25412
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84309
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77805
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31647
—(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.90271
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781379
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000667
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237887
(441.26, 14.10, 272.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49255
