¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75741
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88865
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13862
¢(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60172
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35487
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.53141
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32246
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592837
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800543
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022721
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264145
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527061
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809833
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115527
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451772
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817546
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218732
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667089
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171339
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.732482
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36541
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06661
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87628
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76822
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7691
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89053
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11911
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57574
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31127
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.47274
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.22911
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.595283
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803394
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025833
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267528
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530748
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813672
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119735
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456315
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821914
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223573
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672672
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.17761
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.739247
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37275
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07395
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88274
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77346
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77238
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89349
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10122
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55165
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27497
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.41708
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13734
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59779
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806333
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029037
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271009
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534545
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817661
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124108
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461018
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826509
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22867
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.678529
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184188
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746387
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37965
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08182
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88981
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77951
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77666
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88738
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08496
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52898
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24098
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.36438
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.04906
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600357
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80936
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032331
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27459
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53845
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8218
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128645
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465918
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831333
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.234021
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684658
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191071
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793566
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63193
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77103
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28922
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91176
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78195
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87675
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0703
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50303
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.20929
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30194
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.9649
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602985
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812476
Ø(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035717
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278271
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542465
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826091
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133351
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471097
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836387
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239626
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247755
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791783
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37749
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03388
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78136
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61287
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51572
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44239
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86754
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05725
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47906
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16844
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.23781
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.88481
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605673
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815678
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039194
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282049
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546586
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830531
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138218
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476457
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342838
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773174
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252209
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796583
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38594
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04342
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79228
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61849
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52219
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53571
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58719
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04581
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45705
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12747
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1769
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80871
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608421
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818969
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04276
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285927
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550815
ø(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835121
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607593
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960772
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350099
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7812
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261171
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801715
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39479
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05347
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80378
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62489
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52957
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53325
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58433
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69933
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.437
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08902
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.11916
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.74008
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611229
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822166
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046418
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289902
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555151
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291403
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61376
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96756
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35761
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789532
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27045
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809102
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40411
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06402
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81583
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6321
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53787
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53205
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58297
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82306
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6636
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05307
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.06457
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.6825
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614096
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825268
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050164
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451573
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99534
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297215
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620155
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974591
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365335
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798136
(400.84, 14.13, 244.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280058
