¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.651917
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.446932
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.545115
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.596208
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80775
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037137
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284583
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55448
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85213
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.179569
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548553
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.966722
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433562
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942081
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.51357
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16883
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95592
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.760784
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.693723
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.666063
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.640595
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.61734
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.59622
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.577183
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.560255
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.545377
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.532517
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.521672
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.513997
(418.49, 14.76, 248.42) (395.65, 8.16, 250.76) (0.81, 2.16, 0.81) Human 9.55549
(418.49, 14.76, 248.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.1788
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600863
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812789
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042607
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290821
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561215
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859523
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187716
ä(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556887
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976039
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.444437
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.954585
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.528096
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18548
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97397
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73107
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86692
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15321
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74593
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6061
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65933
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16616
(418.49, 14.76, 248.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.05367
(418.49, 14.76, 248.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.05277
(418.49, 14.76, 248.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 14.05462
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605576
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817892
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048148
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297144
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568038
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867011
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19597
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56529
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985432
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455419
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967261
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54282
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20235
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99218
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76015
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89484
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19135
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.797
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65817
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72359
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22466
(418.49, 14.76, 248.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 13.9343
(418.49, 14.76, 248.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 13.93343
(418.49, 14.76, 248.42) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 13.93528
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610347
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823057
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053757
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303558
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574946
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874593
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20433
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573759
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.994904
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466509
‰(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.980111
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557745
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21945
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79688
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78961
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9206
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23023
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84877
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71155
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78961
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28529
(418.49, 14.76, 248.42) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 23.1593
(418.49, 14.76, 248.42) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 23.13945
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.63643
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.63534
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.63692
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615175
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828283
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059433
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310056
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581939
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882269
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212793
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582291
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004442
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477703
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993133
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.572865
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23679
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81673
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8194
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94682
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.23831
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.21392
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.1922
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.17311
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.8843
(418.49, 14.76, 248.42) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 22.98707
(418.49, 14.76, 248.42) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 22.9674
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.81297
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.79825
(418.49, 14.76, 248.42) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.78626
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620145
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833571
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065176
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316641
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589014
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890038
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22136
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591121
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.014059
´(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488947
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.00632
(418.49, 14.76, 248.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.588176
