¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702877
(382.51, 13.75, 259.71) (382.26, 8.81, 300.12) (0.81, 2.16, 0.81) Human 24.38208
(382.51, 13.75, 259.71) (382.26, 8.81, 300.12) (0.81, 2.16, 0.81) Human 24.34187
(382.51, 13.75, 259.71) (382.26, 8.81, 300.12) (0.81, 2.16, 0.81) Human 24.34194
(382.51, 13.75, 259.71) (382.26, 8.81, 300.12) (0.81, 2.16, 0.81) Human 24.35443
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332112
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618638
¤(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933685
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28941
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69641
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152242
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68321
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291302
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03865
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95808
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12054
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75444
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05082
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329494
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615766
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930516
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284909
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69138
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146576
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675817
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.282804
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02623
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94452
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10159
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70225
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6909
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326743
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612744
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927185
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280158
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686076
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1406
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668012
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.273838
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.013
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93005
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08128
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64767
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51474
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323858
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609577
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923693
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275157
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680494
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134315
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659795
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.264399
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.998969
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9147
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0596
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59051
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33397
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32084
ê(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606263
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920041
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26991
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674644
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127725
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651174
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254496
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.984148
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89736
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03659
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54776
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14905
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317691
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602806
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91623
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264418
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668522
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120832
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642149
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.244136
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.968546
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87872
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01227
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50763
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93003
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.54538
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.40304
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.38038
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.36209
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.34814
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.33853
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.38122
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31441
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599205
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912263
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258683
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662135
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113639
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632729
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23332
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952171
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85916
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98665
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46579
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70895
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.52713
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.39235
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.37535
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.36274
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.35452
(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.35057
µ(382.51, 13.75, 259.71) (384.12, 9.20, 297.01) (0.81, 2.16, 0.81) Human 21.39754
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311001
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595462
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908139
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253413
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655481
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106149
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622915
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222058
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.935038
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83869
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95976
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7709
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51726
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307463
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591578
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90386
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248675
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648567
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098365
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612715
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210354
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.917153
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81734
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93163
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70505
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33079
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303796
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587554
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899428
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243767
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641364
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09029
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60213
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198211
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898534
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79512
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90226
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62371
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1432
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300007
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583395
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894844
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238691
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633889
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081929
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591169
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.185638
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.880352
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77204
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8717
é(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53795
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96131
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98609
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.93245
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.90363
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.87995
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.87
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296241
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579097
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89011
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233449
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626156
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073284
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.579835
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172638
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862225
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74812
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83996
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45065
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82095
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31483
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.88182
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.86224
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.84762
(382.51, 13.75, 259.71) (386.39, 8.59, 298.92) (0.81, 2.16, 0.81) Human 23.84434
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292405
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574662
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885227
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228044
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618171
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06436
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568133
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159221
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843526
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72338
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8316
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38411
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67881
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80363
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.288455
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570096
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880197
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222476
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609934
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055158
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557191
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.145391
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824268
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69783
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7889
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32023
Í(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53506
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44345
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284391
(382.51, 13.75, 259.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565394
