¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07781
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.23742
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59045
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.06385
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.0615
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01029
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01206
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0158
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.02148
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.02913
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.03875
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402228
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14316
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473855
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849712
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269094
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737661
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264443
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842731
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49788
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28517
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35468
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32369
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.30377
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28607
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.17019
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.15608
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14399
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20892
ê(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.22096
(396.91, 13.77, 246.86) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 24.73766
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.995774
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.995589
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.997355
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00107
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00674
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01437
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.02396
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383282
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666146
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450355
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822222
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238507
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703386
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225744
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801555
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45394
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23423
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08436
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43035
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40969
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39114
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.15732
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14322
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13113
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12105
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.20672
(396.91, 13.77, 246.86) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 24.80798
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.983066
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.982873
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.984626
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.988328
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.993981
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00159
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01117
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364336
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645399
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426899
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794752
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207889
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669058
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187046
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760489
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40998
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18327
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02308
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4192
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39856
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38002
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.14644
ã(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13235
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12027
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.11019
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11226
(396.91, 13.77, 246.86) (361.03, 7.78, 263.46) (1.35, 1.29, 1.38) Tools 24.88354
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.972326
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.972126
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.973869
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.97756
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.9832
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.990796
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00035
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345391
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624842
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40344
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767251
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177281
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63478
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148426
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719524
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36598
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13239
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96232
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41008
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38946
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37093
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13754
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12346
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.11139
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.10131
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98984
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.963546
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.96334
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.965076
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.968758
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.974387
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.98197
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.991512
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326455
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604202
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380029
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7398
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146716
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600589
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109871
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678678
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32202
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08154
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31556
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28346
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2607
é(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2417
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.13063
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.11655
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.10448
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09441
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.98232
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.956714
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.956504
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.958234
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.961909
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.96753
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.975102
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.984635
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307917
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583582
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885581
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712307
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116148
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566377
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071392
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637982
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27807
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33483
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29885
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26681
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24101
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22363
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12568
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.1116
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09954
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08946
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.97694
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.953979
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.951824
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.951612
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.953338
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.957006
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.962622
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.970188
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.979712
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289321
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562987
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.86295
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684863
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085648
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532266
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032977
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597466
(396.91, 13.77, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23419
(396.91, 13.77, 246.86) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32779
