¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577701
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379124
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878861
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.445938
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1018
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85812
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74372
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82339
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09132
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.67816
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62078
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59047
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91192
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041488
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285328
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55101
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847381
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173545
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525337
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914744
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357638
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.854154
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.417383
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06903
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82015
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69904
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7682
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02575
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59927
¤(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52643
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10035
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74732
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0303
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27316
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537728
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833285
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158123
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508296
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895806
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.336196
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829571
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388909
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03636
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78233
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65456
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71329
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96055
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52081
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4327
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9798
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5848
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019145
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261029
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524492
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819204
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142758
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491323
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87695
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314804
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805117
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.360522
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00381
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74466
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61028
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6587
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89575
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4428
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33962
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86028
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42436
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008029
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248941
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511305
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805144
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127456
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474423
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858179
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293469
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.780802
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332229
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.971385
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70716
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56622
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6047
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83135
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36527
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24721
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74179
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.83116
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996949
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236897
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498166
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791103
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112214
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457594
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839497
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272191
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75662
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304036
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.939084
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66981
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52238
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55103
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76736
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28821
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15546
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62436
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.69465
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985911
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2249
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485082
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777087
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097038
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440844
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820907
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250978
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732581
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.275945
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906938
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63264
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47876
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49768
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70379
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21165
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0644
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50798
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.55959
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974914
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21295
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472075
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763096
Ÿ(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081933
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424172
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80241
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229832
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708687
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247963
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874928
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59565
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43539
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44468
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64065
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13559
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97404
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39267
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.426
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963962
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201048
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459346
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749134
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066898
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407582
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784012
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208755
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684942
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220095
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843066
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55884
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39226
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39203
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57795
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05839
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88438
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27844
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29387
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953056
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1892
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446644
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735205
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051935
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391075
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765712
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187754
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661348
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192345
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811354
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52222
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34937
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33973
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51569
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98049
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79543
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16529
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.1632
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942199
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177406
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433971
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721311
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036951
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374658
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747516
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166833
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637907
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164718
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779796
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4858
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30674
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28779
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45361
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90305
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70722
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05324
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.034
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931389
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165668
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421329
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707451
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021696
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35833
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729425
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.145991
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614625
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.137219
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748399
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44958
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26438
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23622
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38991
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82609
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61887
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94228
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89917
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920634
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153988
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408721
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693635
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006489
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342093
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711442
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125236
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591502
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10985
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.717171
œ(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41357
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22228
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18502
(441.17, 14.92, 255.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32661
