¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379052
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401394
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941051
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545489
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25633
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08387
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05925
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1976
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13384
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16253
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02261
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.51206
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751193
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013241
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301595
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620354
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974508
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370216
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42365
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966352
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580744
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29715
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13348
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12324
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25767
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20295
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21607
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08252
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522179
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762265
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025404
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315015
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635231
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991092
ö(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38881
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445863
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991603
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617321
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34332
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1902
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19074
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31883
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27329
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27132
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14438
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.532257
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773293
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03752
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328386
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650058
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007621
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40735
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468931
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020715
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65916
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39185
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24719
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25859
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38102
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3449
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32836
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21696
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542287
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784274
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049588
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341705
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664832
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024096
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425832
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495954
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051455
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701065
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44054
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3044
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32679
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44427
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40953
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38711
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31968
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552762
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795704
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062113
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35549
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680079
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041051
ü(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444801
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522901
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085486
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743089
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48935
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36186
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39527
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50859
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47171
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44765
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42502
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563338
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807284
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074843
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369549
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695677
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058456
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466321
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549889
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122813
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785184
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53834
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41947
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46406
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57401
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53507
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51007
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53293
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573865
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818812
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087519
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383549
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711218
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077829
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488371
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576783
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160109
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82735
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58739
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47729
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53313
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64049
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59962
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58411
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64359
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58434
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830285
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100138
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397652
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728733
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097405
÷(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510374
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60366
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197332
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86957
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63653
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53525
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60249
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70807
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6654
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68325
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75695
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.594759
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841702
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112982
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413376
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746203
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116927
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532323
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630462
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234501
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911824
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68581
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59336
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67208
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76698
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73251
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78477
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87141
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605123
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853426
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127148
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429042
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763615
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136388
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554209
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659118
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271563
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95412
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73512
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65162
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7419
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8268
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81117
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88865
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9404
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615843
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866238
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141256
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444646
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780962
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155783
ô(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57603
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691278
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308532
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996431
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78453
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71001
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81193
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89645
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89128
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.995
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01159
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62747
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878989
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155299
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460183
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79824
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175105
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597777
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723269
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34543
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03878
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83398
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76849
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8822
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96732
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99078
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10385
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.085
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639035
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891675
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169272
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475646
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815441
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194349
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619442
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755198
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382204
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08111
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88344
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82705
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95259
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03936
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10218
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21525
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16064
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650535
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904292
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183175
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491036
(415.54, 13.49, 326.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832564
