¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036692
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61851
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99848
(398.29, 14.03, 247.67) (387.73, 9.01, 278.93) (1.09, 1.64, 1.15) Tools 22.75603
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428965
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003676
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228899
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472985
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738386
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027907
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344887
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69344
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066684
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.066346
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.040464
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.407314
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.717994
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.8853
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26225
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97486
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7381
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6006
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50904
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53206
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59258
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88878
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62698
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.1287
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.12144
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.11792
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.11812
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.12206
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433218
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009171
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234833
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479467
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74543
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035579
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353339
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702681
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077187
Ï(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.08534
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.059395
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.069071
(398.29, 14.03, 247.67) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.209411
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6073
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28388
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99987
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76647
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.633
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53883
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56454
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60744
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90167
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63803
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.08354
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.07631
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.0728
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.07301
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.07694
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805539
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01478
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240932
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486045
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752603
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043432
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361944
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712155
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088005
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501381
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96113
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475393
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02663
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62702
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30619
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02594
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79603
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66355
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56804
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5991
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62444
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91686
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65166
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.04231
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.0351
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.0316
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.03181
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.03573
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810874
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020507
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247139
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492778
Ò(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759928
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051408
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370688
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721832
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099046
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513643
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974788
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49074
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04468
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64731
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32926
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.80142
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.77973
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69896
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59889
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63577
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64359
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93435
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66786
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 19.00495
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.99776
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.99427
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.99448
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.9984
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816272
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026357
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253457
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499649
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767408
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059575
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379653
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731695
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110368
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526194
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9888
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506422
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06326
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66828
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.06984
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.04729
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85868
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73596
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63136
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67454
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6811
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95413
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68673
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.97143
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.96425
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.96077
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.96099
Ò(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 18.9649
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821809
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032297
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259904
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506641
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775014
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06793
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388789
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741764
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121982
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539067
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003124
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52249
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0824
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.43021
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.40687
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.38565
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.0692
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77451
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66667
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71542
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7275
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97623
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69459
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.83453
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.80482
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.77923
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.75775
(398.29, 14.03, 247.67) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.74035
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827419
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038388
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266462
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513772
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782782
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076393
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39809
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752024
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133835
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552189
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017797
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538949
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10422
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.842667
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.820626
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.33208
(398.29, 14.03, 247.67) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.49559
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81466
(398.29, 14.03, 247.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71223
