¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.792634
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.642168
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.633006
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.625544
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.619773
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.615687
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.613285
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.612564
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.61352
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.616156
(405.39, 13.97, 247.97) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.620476
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.28971
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.30336
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.31906
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.33682
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.35667
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.37862
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.40269
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 10.42892
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870242
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156149
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448107
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75842
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097404
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469069
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90738
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373081
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846151
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.835114
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.806921
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.780789
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.756692
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.734608
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.714513
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.696387
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.680211
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.665973
(405.39, 13.97, 247.97) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.03273
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.06513
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.05536
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.04776
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.04233
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.03905
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.03792
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.03895
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.04213
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858766
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143635
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433919
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742967
‚ (405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080488
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450477
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905657
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367363
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839837
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.810534
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.782407
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.756334
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.732293
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.710259
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.690209
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.672123
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.655986
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.641777
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.69077
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.03742
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.02767
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.02009
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.01466
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.01139
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.01026
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.01128
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.01444
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847273
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131098
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419842
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727637
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063706
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445749
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903816
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361894
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833751
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.787974
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.759907
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.733889
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.7099
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.687911
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.667904
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.649856
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.633751
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.61957
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.63164
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.01199
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.00226
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.99469
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.98927
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.98599
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.98486
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.98588
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.98903
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835783
û(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118567
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405878
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712425
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04709
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444057
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90189
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356611
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827886
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.76741
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.739398
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.713432
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.689488
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.667543
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.647574
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.62956
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.613482
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.599329
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.57269
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.98881
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.97909
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.97154
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.96612
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.96285
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.96172
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.96273
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.96587
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824265
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106067
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392079
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697359
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030828
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442258
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899886
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351547
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822308
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.748827
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.720861
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.694942
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.671041
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.649135
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.629199
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.611217
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.595166
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.581036
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.51393
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.96786
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.95816
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.95061
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.9452
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.94194
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.9408
ø(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.9418
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.94494
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812746
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093511
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378352
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682431
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029152
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440346
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897799
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346669
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816921
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.7322
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.704278
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.6784
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.654536
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.632664
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.612759
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.594805
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.578778
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.564669
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.45537
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.94912
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.93943
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.93189
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92649
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92322
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92209
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92308
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.92621
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80125
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080983
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364781
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667689
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027379
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438418
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895608
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342044
(405.39, 13.97, 247.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811792
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.717513
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.689633
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.663791
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.639959
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.618117
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.59824
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.580308
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.564305
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 9.550214
(405.39, 13.97, 247.97) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.39702
(405.39, 13.97, 247.97) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.93256
