¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.63969
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35457
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32794
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42766
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74596
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35483
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36179
“(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.27189
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.25701
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.24435
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.23391
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.22568
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.21965
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.2158
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.260517
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432047
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616363
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814773
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024753
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217657
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434079
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678688
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944097
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232897
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548316
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894084
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701174
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692849
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51899
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36738
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33566
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43684
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75704
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36847
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37901
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95727
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38247
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.78849
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.77909
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.77218
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.19362
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269884
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.442158
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627219
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826448
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039392
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233315
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441389
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682925
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948626
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237852
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553719
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900033
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67221
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684512
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53034
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37847
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34399
ó(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44675
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76902
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38323
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39764
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98152
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41532
(380.50, 7.31, 348.93) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.93369
(380.50, 7.31, 348.93) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.91492
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83444
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82747
(380.50, 7.31, 348.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82301
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239553
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522481
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833683
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.177539
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559382
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985781
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072659
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653727
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1684
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42986
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76966
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35536
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0109
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65743
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61388
(380.42, 7.32, 349.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.45599
(380.42, 7.32, 349.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.31758
(380.42, 7.32, 349.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.33021
(380.42, 7.32, 349.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.5344
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233248
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515558
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826048
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169075
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549956
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975218
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059883
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639218
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22394
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51222
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06825
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68873
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38552
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97327
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69518
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.52402
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.5697
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.44023
(380.42, 7.32, 349.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 18.70758
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226819
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508499
ä(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818263
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160451
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540348
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964455
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046886
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624458
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28114
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79596
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38423
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04279
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08895
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04848
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77857
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.73009
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.80407
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.69869
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.0454
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22027
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501306
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810334
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151666
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530566
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953498
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033632
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609396
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27015
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02299
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71918
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41939
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45945
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12559
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86413
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.94413
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 18.04832
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.96888
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.09956
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2136
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493986
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802262
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142726
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520611
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942348
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417276
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594097
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25741
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01339
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88053
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82064
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53102
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20465
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.6081
ä(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.58209
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.63247
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.92395
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.26863
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206815
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486538
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794051
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133633
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510488
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931011
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405798
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578545
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24426
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00344
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86889
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88238
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59744
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28501
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.4831
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.45728
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.51203
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.65491
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.44334
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199914
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478963
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785704
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124388
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500196
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.920438
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394098
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562778
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23074
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99313
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85688
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86104
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65557
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34934
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.36298
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.33735
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.39606
(380.42, 7.32, 349.39) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 14.53646
(380.42, 7.32, 349.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.62389
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1929
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471267
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777221
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114995
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489742
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909864
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382177
(380.42, 7.32, 349.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548699
