¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01147
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60911
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33124
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13265
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.46599
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.3471
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.23285
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.12304
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.09708
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.11393
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.13282
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.15376
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.17677
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 10.20189
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598372
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803839
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020304
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25615
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51295
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793115
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08929
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423011
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791299
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200727
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655915
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166087
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731604
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33714
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91037
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55316
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.653294
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.507505
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.406242
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.308912
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.215354
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.125419
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.097054
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.110286
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.125343
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.10183
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 9.030506
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.962027
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585026
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789423
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004386
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23879
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494055
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772478
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065753
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397115
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762673
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169079
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620556
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126789
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.687363
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29353
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86169
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.807216
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.71564
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.627612
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.542996
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.461657
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.38347
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.308318
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.278731
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.289328
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.301569
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.315474
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.331049
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.348313
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571822
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775166
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988676
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221645
«(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475401
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752109
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042535
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37158
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73446
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137899
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585735
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087657
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.643867
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.251
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.159672
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 8.066037
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.976062
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.898306
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.826368
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.757228
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.690783
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.626943
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.622377
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.623591
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.594394
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.605432
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.623402
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.642952
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558759
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761065
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973172
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204716
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456987
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732008
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019641
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346407
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706658
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107187
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.551452
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049142
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601113
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.617342
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.533013
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.451969
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.37407
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.299192
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.255943
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.240128
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.228398
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.218112
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.209256
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.201826
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.195812
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.191209
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.188013
®(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.189059
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545842
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747121
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957877
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188006
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438815
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712175
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997408
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321596
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679263
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076938
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517701
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.234092
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.147802
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.083949
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.042465
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 7.00282
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.964972
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.928872
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.902768
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.890403
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.879421
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.869812
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.861564
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.854671
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.849128
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.844925
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.84206
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.840532
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533069
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.733338
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942789
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.171511
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42088
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692608
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97594
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297144
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.652273
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047151
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48448
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.868439
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.783468
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.74337
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.705042
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.668441
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.633523
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.60209
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.590163
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.580028
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.571204
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.563681
¯(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.557453
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.552512
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.548854
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.546477
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.545375
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.538061
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520443
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719606
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92791
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155236
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403188
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67331
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954828
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273054
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625693
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01768
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451784
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.865261
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.64188
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.531247
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.498911
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.476094
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.458434
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.442749
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.433953
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.426433
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.420179
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.415189
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.411454
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.408971
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.409663
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.412202
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.421112
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.431895
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507964
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706011
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91324
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139181
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38574
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654283
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934072
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249321
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.599517
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988617
(431.29, 10.21, 363.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419613
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.932785
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.616501
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.488467
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.459944
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.439884
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.421195
­(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.404182
(431.29, 10.21, 363.26) (405.53, 2.13, 365.76) (8.54, 3.10, 4.62) Truck 6.397457
