¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325399
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.414278
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.389566
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.366627
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.436948
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.839125
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221321
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455367
… (434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710076
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98729
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289846
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621365
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986098
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351241
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693624
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062293
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465569
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908377
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3968
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.50037
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.44738
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.39694
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.657669
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.6196
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.583529
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.549419
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.517233
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.486938
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.458499
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.43189
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.40708
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.384045
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.441685
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.85743
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225138
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460523
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715828
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993519
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296697
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628862
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988717
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350479
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714087
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084593
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489937
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9352
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40811
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.40636
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.36433
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.32463
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.677913
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.639697
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.603489
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.569246
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.536932
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.506513
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.477957
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.451233
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.426317
 (434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.403178
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.448206
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.59226
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230052
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465892
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721627
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999878
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303615
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63647
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988264
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349991
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735126
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10754
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51506
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.668117
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.626336
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.586774
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.54939
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.685864
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.699991
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.661619
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.625258
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.590869
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.558417
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.527863
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.499179
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.472333
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.447296
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.424046
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.456521
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.899467
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235082
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471319
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727523
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006297
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31061
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644173
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988041
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349756
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747512
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131092
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540859
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.627715
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.574652
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.524016
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.475751
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.696861
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.723929
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.685388
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.648861
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.614314
 (434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.581709
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.55101
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.522185
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.495204
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.470041
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.446667
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.466636
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.923238
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240136
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476789
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733507
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012784
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317746
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651965
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988052
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349763
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747549
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155293
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567355
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.65662
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.603315
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.552447
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.503958
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.709172
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.749754
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.711025
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.674322
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.639605
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.606833
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.575977
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.547002
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.519876
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.494573
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.471066
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.478564
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.224913
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245271
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482364
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739524
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019382
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32496
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658051
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988317
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350029
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747837
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180133
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59456
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.687669
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.634105
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.582984
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.534254
’ (434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.722799
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.77749
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.738562
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.701667
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.666766
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.633819
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.602791
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.573652
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.546371
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.520918
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.497269
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.492317
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.241192
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250475
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487998
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745652
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026032
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332203
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658504
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988797
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350538
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748402
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187969
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622498
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.720893
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.667048
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.615662
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.566672
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.737755
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.807167
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.768025
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.730926
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.695826
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.662688
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.631479
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.602166
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.574717
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.549103
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.525299
(434.74, 13.84, 289.72) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.507911
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255727
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493672
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751821
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032787
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339603
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659123
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98947
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351305
(434.74, 13.84, 289.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749285
