¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255351
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249737
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611516
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013828
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459024
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955885
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516731
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15462
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87682
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45703
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49041
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76669
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38615
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4086
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13926
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668177
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879267
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.10871
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357425
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628026
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924096
Ã(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248619
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610677
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012894
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.457178
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953808
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514379
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15193
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87253
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69914
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49584
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7658
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38505
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40724
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21857
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667616
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878798
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108202
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356763
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627304
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923305
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247614
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609946
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012081
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455483
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951906
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512227
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14947
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86855
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69627
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50175
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76523
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38435
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40637
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23308
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667122
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878397
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107767
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.356185
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626674
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922536
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247034
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609326
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011329
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.453948
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.95018
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510272
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14724
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86488
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69372
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67355
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76497
·(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38404
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40591
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22203
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666692
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878064
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107403
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355692
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626134
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921832
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246573
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608815
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.010094
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.45257
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.948628
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508516
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14524
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86151
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6915
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67167
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.765
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38408
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40598
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21068
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666328
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877797
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107116
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355284
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625688
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921231
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24621
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608414
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009001
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451347
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947252
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50696
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14346
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85846
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6896
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67014
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83906
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38451
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4065
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19901
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66603
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877598
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1069
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354959
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625334
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920733
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245947
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608123
®(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008046
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.45028
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946054
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.505602
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14192
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85572
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68803
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66898
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83791
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38529
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4075
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18703
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665836
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877466
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106711
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35472
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625072
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920342
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245783
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607942
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007233
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44937
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.945034
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.504444
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1406
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85328
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68678
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66819
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8372
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29968
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40895
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17481
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665776
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877402
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106568
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354565
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624902
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920053
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245719
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607871
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006557
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448616
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944187
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503487
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1395
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85116
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68586
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66777
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83693
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30263
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4109
¤(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17786
(439.75, 13.94, 279.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665779
