¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137102
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34094
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643584
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97222
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325206
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712708
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139894
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613119
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17316
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0112
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96191
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71369
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36868
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99735
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15847
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40133
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0568
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948704
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144454
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352726
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573286
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811103
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068181
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346948
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650147
€(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981083
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337117
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725796
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15435
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62913
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1833
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0515
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00959
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76453
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4989
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26912
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41003
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68208
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38057
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952409
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148384
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357368
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578297
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816501
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074039
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353284
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657049
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988612
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349495
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739376
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169355
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64579
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19346
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09234
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05794
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81697
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6334
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5666
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63044
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97188
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74383
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956291
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152552
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362258
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58356
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822178
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080179
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359936
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664314
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983253
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35045
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753483
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184931
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663058
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20363
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12906
„(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10699
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8709
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70826
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85801
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85569
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27098
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19428
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960326
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156885
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367407
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589057
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828116
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086625
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36592
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658046
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975912
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335543
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768112
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201072
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680973
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21582
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14121
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1567
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92643
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77138
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95148
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07635
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64437
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95951
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959537
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161418
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372746
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594853
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83434
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091202
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360074
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651702
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968972
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320917
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772329
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2178
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699547
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23655
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15335
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20708
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98359
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82238
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04702
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26416
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14124
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956984
‚(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164203
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378139
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600847
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837854
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086111
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354578
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64572
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962499
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308334
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756372
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235115
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718773
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25803
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16552
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25813
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03754
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86283
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14467
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45423
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62016
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954566
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161601
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383461
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603518
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83343
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081358
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34942
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640165
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956401
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301693
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740767
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242041
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738646
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28018
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17768
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3007
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07464
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9048
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20066
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64655
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02654
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952273
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159147
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37746
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599697
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82932
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076924
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344644
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634965
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95078
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295559
ƒ(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725449
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22491
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759125
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3031
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18986
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26831
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11307
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94839
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23428
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82213
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44954
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950149
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152895
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363219
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589765
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825512
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072805
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340209
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630137
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945548
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289818
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710537
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20818
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768122
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32673
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.202
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22383
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15291
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99355
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26843
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88044
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71236
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94502
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139899
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349252
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574726
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818172
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069046
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336142
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625745
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940739
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284559
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695923
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191789
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749696
(327.50, 6.94, 329.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35113
