¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720356
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08997
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27962
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3442
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15814
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62984
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19448
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01666
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56948
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29132
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428707
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713698
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02202
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361527
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73712
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721378
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244215
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835769
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48722
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2312
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08302
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09685
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28786
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25551
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09497
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56284
Ú(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06627
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77785
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31553
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94217
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9338
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431519
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714843
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023279
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362916
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738659
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156489
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244356
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835955
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49131
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23216
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08329
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10329
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29554
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16862
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03444
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49855
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99376
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54784
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07113
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63198
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37041
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434199
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715881
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024419
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364176
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740056
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.158047
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244202
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835793
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49514
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23074
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08303
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1093
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30269
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08343
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9764
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43703
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92834
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35218
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83585
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38002
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04871
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82489
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435356
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716809
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025439
Õ(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365304
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741307
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159442
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243781
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835309
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49866
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22905
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08231
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11485
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30934
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04438
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92087
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37809
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86328
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29992
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60927
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1392
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74039
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4909
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436105
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71763
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026341
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366298
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742411
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160673
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243096
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834525
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50191
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22711
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08105
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11997
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31545
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03625
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86781
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32188
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79776
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25084
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5418
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90744
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45914
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17096
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00982
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436756
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718342
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027123
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367161
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74337
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168952
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641145
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833385
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50202
ß(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22494
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07933
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12465
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32101
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02952
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77777
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26763
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73513
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20492
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49426
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79701
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22188
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86449
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65746
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437305
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718944
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027784
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367892
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744181
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180193
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647779
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831953
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49988
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22247
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07712
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12888
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32606
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02423
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68883
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21124
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67529
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16209
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44992
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75107
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0664
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57064
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33835
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26204
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437755
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719435
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028327
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368492
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744845
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185954
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654242
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830229
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49756
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21979
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07443
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12613
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33056
Ö(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02029
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67949
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1574
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61827
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10961
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40873
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70844
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02217
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35086
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0326
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8641
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96059
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438105
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719819
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.028749
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368957
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748999
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191562
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660534
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.188362
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49497
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21682
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07124
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12232
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33451
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01776
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71273
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10618
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56398
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05198
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37072
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66902
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98133
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32887
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73954
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5406
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53858
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438354
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720093
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029049
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.369289
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760119
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197015
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666653
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195276
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49216
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21364
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06754
(349.22, 6.97, 366.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11795
