¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434456
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08368
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80365
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6618
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69224
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86869
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31999
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09855
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37274
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.36649
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128402
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375779
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645317
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940064
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263651
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583746
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.962965
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402472
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.895164
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459558
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08816
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80881
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67048
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70225
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88061
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33261
ê(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1156
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38954
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.39713
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127975
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375314
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64481
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939508
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263041
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583604
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.966456
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406373
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899552
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463462
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09261
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81393
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67903
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7122
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89248
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34509
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1325
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.40615
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42596
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12754
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374842
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644294
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938943
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.26242
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583589
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969927
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410253
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.903915
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467346
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09704
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81902
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68742
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72211
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90428
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35744
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14925
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42259
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44803
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127096
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374359
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643767
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938365
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261782
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583701
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973376
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.414108
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.908253
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47121
ñ(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10145
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82406
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69567
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73195
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91602
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36963
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16585
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43884
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46985
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126643
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373866
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643229
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937775
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261135
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58394
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976805
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41794
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.912563
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.475057
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10584
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82906
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70376
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74174
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92769
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3817
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18229
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4549
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00528
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12618
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373363
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64268
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937173
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260474
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584306
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980207
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421744
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.916843
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.478877
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1102
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83402
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7117
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75147
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9393
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3936
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36369
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76363
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02795
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125709
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37285
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.642121
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.93656
”(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259799
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587109
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98359
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.425523
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921096
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482678
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11454
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83893
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71947
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76111
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95084
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45976
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38062
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78549
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05774
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125228
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372328
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64155
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935936
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259113
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590129
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986946
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429276
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.925316
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486457
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11885
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84384
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7271
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77068
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88755
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48583
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39713
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80688
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11283
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124741
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371796
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640973
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935301
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258415
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593124
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990277
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929506
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49021
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12313
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84878
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55292
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63324
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89797
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51188
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41329
Â(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82774
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.168
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124244
(324.68, 7.15, 393.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371256
