¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520165
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563536
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873932
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216971
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597606
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023605
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502018
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68541
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34569
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13473
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06872
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17656
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51146
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28194
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28083
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284086
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560738
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870714
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213408
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593639
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019036
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.496867
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679165
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33854
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12389
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05595
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16131
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49294
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25199
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14451
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281967
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557811
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867342
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209674
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589484
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.014249
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094727
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672612
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33101
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11255
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04257
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14532
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47348
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22072
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00534
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279755
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554757
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863819
†(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205772
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585142
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009248
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088706
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665742
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32316
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10068
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02863
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12867
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45325
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18811
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86347
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277448
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55158
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860143
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201703
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580613
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572708
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082441
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658596
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31499
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08837
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0141
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11129
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43211
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15417
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73381
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27505
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548772
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856319
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197469
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113459
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566858
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075863
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651165
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30648
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07552
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.999
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09325
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41022
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11897
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63243
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.855
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272559
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546047
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852345
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193073
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108056
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560845
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069061
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643453
¡(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29764
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06219
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98331
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06606
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38749
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08249
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4706
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75662
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269977
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543221
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848225
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697171
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102446
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554574
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062032
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635435
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28848
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04839
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95975
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03125
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36396
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04478
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3094
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27155
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267303
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540296
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84396
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691961
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096693
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548133
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054743
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627192
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27903
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03413
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93486
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9958
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33964
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00585
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14907
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79888
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264541
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537271
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322278
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686583
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090691
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541414
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047208
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618643
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26927
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01661
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90952
®(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96409
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30512
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96569
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00146
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4677
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261689
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534151
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317271
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681037
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084521
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534517
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039412
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609798
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25918
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00494
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88374
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93349
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26031
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90974
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94315
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41653
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258749
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983012
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312104
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675333
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078168
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527412
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031395
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600739
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24879
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99296
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85759
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90243
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21486
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85302
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88403
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33794
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255721
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978202
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30681
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669444
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071604
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520073
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023169
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591368
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23809
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98061
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84174
(436.73, 13.98, 295.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8709
