¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31179
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91455
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244947
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604514
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008507
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469149
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978057
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17467
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83026
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55474
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3857
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34819
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44234
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70482
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.19934
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.17499
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.56914
(409.59, 14.31, 244.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.45131
†(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6124
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873564
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106063
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355885
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624309
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917813
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248214
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608125
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011199
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472169
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587703
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18299
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84256
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56877
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40186
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36703
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45903
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.29885
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.16826
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.14396
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.5392
(409.59, 14.31, 244.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.09933
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59812
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875401
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108647
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359308
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628045
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921905
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251523
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611784
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013891
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475192
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595147
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19141
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85509
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58311
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41835
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38623
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4763
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.26814
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.14025
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.11601
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.51232
(409.59, 14.31, 244.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.79249
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58703
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877242
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110943
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362537
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631829
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926051
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254872
’(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61549
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016591
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065342
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602697
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19994
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86791
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59771
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43518
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40587
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49415
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.24067
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.1153
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.0911
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.48846
(409.59, 14.31, 244.13) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 21.53952
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57903
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879091
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112952
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365397
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635661
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930248
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258266
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619245
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019711
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069623
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610365
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20859
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88096
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61264
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45238
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42588
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51258
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.21639
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.09337
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.0692
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.46761
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56507
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5577
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880946
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114967
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368279
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639541
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934499
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260981
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623043
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023874
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0739
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618107
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21736
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89424
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62782
­(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46992
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44629
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53774
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.19529
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.07443
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.0503
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.48251
(409.59, 14.31, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.4592
(409.59, 14.31, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 17.95423
(409.59, 14.31, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 18.30237
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882807
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116991
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371184
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643467
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938801
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263299
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626887
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580709
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078179
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625929
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22625
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90783
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6433
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48774
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46711
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56722
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.17733
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.05848
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.03438
(409.59, 14.31, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 17.9752
(409.59, 14.31, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.16139
(409.59, 14.31, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 17.98555
(409.59, 14.31, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 17.96633
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884675
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119019
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374096
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647439
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943153
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267883
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630775
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584514
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082455
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633864
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23524
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91893
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6591
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50595
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48831
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59739
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.16252
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.0455
·(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.02142
(409.59, 14.31, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.7472
(409.59, 14.31, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.71293
(409.59, 14.31, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 18.30049
(409.59, 14.31, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 18.28081
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886547
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121054
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376315
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651458
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947555
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272727
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634708
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588318
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086734
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641933
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24431
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9293
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67517
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52449
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50994
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62825
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.15082
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.03547
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.01141
(409.59, 14.31, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.59253
(409.59, 14.31, 244.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 16.6528
(409.59, 14.31, 244.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 16.87639
(409.59, 14.31, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 19.28877
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888425
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123095
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378541
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65552
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952008
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277626
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146609
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592091
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090971
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65004
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25355
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93983
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69149
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54336
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53193
(409.59, 14.31, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65983
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.14223
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.02839
(409.59, 14.31, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.00434
(409.59, 14.31, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 20.52188
(409.59, 14.31, 244.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 16.67895
(409.59, 14.31, 244.13) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 16.58328
(409.59, 14.31, 244.13) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 18.56735
