¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.857546
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427075
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622424
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833526
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062331
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311118
ª(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582522
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879715
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206516
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567424
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941593
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326745
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752934
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130708
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499561
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977419
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.698077
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.502079
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.485067
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.469771
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.456176
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.566113
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.582171
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.571506
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.562534
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.70647
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.918971
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.076029
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244514
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425633
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62091
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83187
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060562
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309193
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580448
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877421
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203987
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564638
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935419
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319977
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731565
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066395
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429826
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886846
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4888
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.695741
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.550974
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.5337
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.518154
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.504319
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.492182
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.486522
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.568027
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.836768
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.917996
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.074995
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.243389
£(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424438
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6196
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830482
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059071
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307532
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578621
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875454
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201828
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562235
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929904
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313865
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673787
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003982
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362227
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798889
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38971
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09276
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.584909
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.569127
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.555067
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.542714
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.559596
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.640819
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.725314
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.972984
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.917193
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.074131
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242472
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423482
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618513
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829325
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057806
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306182
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577151
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873848
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199995
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56026
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924968
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308436
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617765
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943514
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296772
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713483
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29362
(338.53, 7.60, 336.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06014
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.583126
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.565984
(338.53, 7.60, 336.72) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.582994
