¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
’(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878431
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28307
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716743
¨(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183963
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704179
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28899
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93254
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62222
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40735
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2304
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12804
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1403
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35279
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71945
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35918
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.34935
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.99778
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586092
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175151
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405271
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654537
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925414
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220786
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54396
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899018
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290882
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725454
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192162
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713368
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29934
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94038
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63108
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41745
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2347
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13295
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13996
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34745
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71011
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33165
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.40023
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.94761
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966118
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179485
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409946
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659644
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930951
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226795
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55056
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906325
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29897
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733356
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200722
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722937
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31015
¯(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9488
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64063
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42837
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24007
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13906
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14441
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34375
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69082
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3066
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17806
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90097
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970252
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183937
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41478
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664874
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936623
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232991
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55739
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913805
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307208
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741319
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209606
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732853
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32135
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9578
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65086
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44005
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24652
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14645
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15032
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34171
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67186
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27687
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36646
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86041
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974498
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188502
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419722
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670217
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942473
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239396
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564354
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921489
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315727
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749586
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218796
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743179
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33296
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96743
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66174
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45249
Â(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25407
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15506
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15772
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34124
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65489
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23998
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32408
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26401
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977828
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193202
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42477
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675727
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948472
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245939
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571532
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929395
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324442
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758165
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228356
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.948852
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.924685
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.934652
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6733
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46571
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26269
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16491
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16662
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34245
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63999
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20559
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2845
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10963
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980785
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198026
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429996
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681367
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954597
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252615
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578892
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93749
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333395
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767019
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.952417
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.92643
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.140688
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.304171
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68556
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47936
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2724
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17602
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17707
Ê(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34532
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62707
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17905
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24775
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08792
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983786
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202955
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435344
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687151
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96091
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259495
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58641
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945779
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342554
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776161
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.93178
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.905852
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.282984
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.912231
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.10843
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48893
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28324
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18842
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18901
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34868
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6245
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16432
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21382
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07424
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986912
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207995
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440779
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693068
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967362
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26655
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594123
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954274
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351995
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785646
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.912971
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.8871
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.863102
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.0364
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.83371
(400.30, 14.08, 245.93) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.07256
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29519
(400.30, 14.08, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20203
