¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65255
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721679
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230221
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.803766
ƒ(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43072
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12489
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76967
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56421
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40616
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31534
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25313
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26635
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31094
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39849
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53199
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.61871
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76404
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.06551
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.235579
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705473
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211985
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783103
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40438
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09481
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73252
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53382
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36911
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27126
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20144
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2071
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24568
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32525
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4515
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5294
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.67173
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.95889
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.223025
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.688771
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.193196
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76165
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37754
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06417
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7045
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50299
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33109
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2272
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15015
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14875
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18138
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25354
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37321
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44631
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58238
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.85527
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.209929
ù(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671581
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173863
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.739437
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35021
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03298
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6772
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47173
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29254
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18315
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09926
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09129
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11802
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18332
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29709
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3655
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49594
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.75459
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.196301
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653916
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.153999
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.716692
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3224
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00126
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64953
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44005
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.254
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13914
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04877
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03473
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05561
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11461
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22312
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28693
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.41236
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.65681
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9851
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.18215
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635782
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.133615
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693424
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29413
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96903
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62149
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40797
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21547
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09517
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9987
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97904
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99413
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04736
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15126
‚(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21059
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.33161
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56189
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.82161
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.167485
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61719
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112721
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66965
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26542
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9363
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5931
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3755
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17699
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05125
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94905
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92424
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9336
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98155
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08148
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13642
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25364
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.46978
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.66302
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.152313
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598147
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09133
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.645379
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23628
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90309
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56437
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34264
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13854
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00739
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89982
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87032
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87399
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91703
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.01376
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06442
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17841
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.38044
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.53534
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.136595
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578671
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069453
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620628
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20672
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86942
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53532
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30943
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10013
ú(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96361
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85101
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81728
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81532
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85397
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94808
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.99455
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.10589
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29384
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.40999
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.332376
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592579
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047101
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595409
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17675
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83531
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50594
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27586
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06179
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91991
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80263
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.76511
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75757
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79234
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88441
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92679
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03603
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20992
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28697
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64143
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993642
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.149384
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568552
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1464
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80076
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47626
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24196
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02351
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8763
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75469
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.71381
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70075
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73212
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82241
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86111
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96943
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12867
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.16623
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623948
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075642
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579226
Š(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795733
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14322
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76581
(343.61, 7.98, 312.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44629
