°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30307
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41497
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81427
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30708
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17974
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.77613
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.73706
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.7016
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.66973
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.64139
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.61658
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.59527
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.57743
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.56304
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.5521
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.54459
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.5405
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49206
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779926
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098697
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448856
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.841664
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279979
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.769812
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30716
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.916716
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54978
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35335
è(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37668
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73315
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22512
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05717
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.55067
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.51217
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.47724
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.44584
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.41794
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.39351
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.37254
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.355
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.34087
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.33014
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.32279
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.31883
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47822
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765446
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08275
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430924
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821768
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256845
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.793462
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279431
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.885133
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52776
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32778
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33816
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65237
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12694
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93539
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.33421
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.29625
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.26182
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.23087
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.20339
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.17934
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.15869
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.14143
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.12754
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.11701
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.10983
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.10598
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464342
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750892
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066725
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412959
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801779
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.233204
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709019
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251657
ò(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.853514
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50555
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30198
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29943
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5719
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02929
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81445
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.12632
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.08889
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.05494
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.02443
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.99734
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.97365
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.95331
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.93633
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92267
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.91233
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.9053
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90156
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.90112
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450432
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736271
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050629
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394908
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781703
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209522
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.68242
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.29354
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821861
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48315
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27598
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26049
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4918
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93216
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69426
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.92664
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.88971
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.85621
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.82613
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.79942
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.77606
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.75602
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.7393
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.72586
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.7157
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.70882
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.70519
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.70482
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436553
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721584
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034464
ç(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376781
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761545
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185802
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65579
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181692
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790187
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46057
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24978
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22137
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41204
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83563
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.575
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.73479
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.69834
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.66529
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.6356
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.60925
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.58622
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.56647
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.54999
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.53677
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.52678
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.52003
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.5165
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.51619
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423095
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706837
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018237
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35858
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741312
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162054
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.629137
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151073
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.863437
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43782
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22339
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18208
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33272
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73963
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45658
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.55045
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.51446
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.48182
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.45252
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.42652
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.40379
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.38432
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.36808
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.35506
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.34524
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.33861
˛(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.33518
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.33493
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409585
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692033
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001951
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340312
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721009
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138282
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602468
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120477
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710459
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4149
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19681
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14263
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25377
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64424
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33906
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.37329
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.33773
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.30551
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.27657
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.2509
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.22847
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.20926
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.19325
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.18042
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.17076
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16426
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16091
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16072
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396023
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677178
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985138
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321983
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700644
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114497
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575794
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089909
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676625
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53015
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17006
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10303
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17524
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54945
(342.36, 7.02, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22247
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.20301
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.16788
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.13604
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.10746
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.0821
(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.05996
˙(342.36, 7.02, 369.65) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.041
