¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969534
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957386
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42317
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.945344
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.538771
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93828
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81143
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82228
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00912
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37183
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92756
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16114
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.2557
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.24564
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.23819
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.15532
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.11032
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.11061
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.930758
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.102743
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288227
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.488849
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70722
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944631
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202999
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486167
ƒ(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794882
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134868
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515892
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941463
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402257
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921701
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512074
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90257
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76972
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77124
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94128
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32059
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83923
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.21021
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.22807
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.22097
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.21241
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.4424
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.15784
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.15812
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.925299
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.096868
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.281886
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482153
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699949
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936561
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194179
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476488
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783002
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122435
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502055
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923244
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381818
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898604
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486005
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15719
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72897
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72313
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87502
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27109
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75311
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.2965
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.28178
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.73723
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.21061
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.2083
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.20856
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.919959
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.091119
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275685
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475603
ï(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.692839
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928672
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185557
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467028
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771391
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110282
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488532
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905443
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361853
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87605
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460563
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12797
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68911
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67626
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81032
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1972
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66999
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.85331
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25946
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80296
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.26406
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.26173
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.26198
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.914736
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.0855
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269622
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469199
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685887
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920962
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177133
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457535
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760052
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098407
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475318
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.888059
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34236
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.854033
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.435741
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09946
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65017
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63061
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74718
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11154
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59296
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72914
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16359
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66199
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.32057
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.31821
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.31844
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.909632
İ(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.080008
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263698
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.462943
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679096
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913434
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168907
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447467
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748981
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086809
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462419
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871088
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.323337
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832555
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411534
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07168
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.836
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5862
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68556
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02801
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51835
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58898
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06135
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52611
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.38017
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.37778
(399.47, 14.31, 244.35) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.37801
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.904647
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.074644
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.257982
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456832
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672464
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906083
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160876
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437643
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738217
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075486
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449826
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854528
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304777
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811608
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38794
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04461
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8046
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54294
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62549
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94663
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44607
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45287
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95686
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53852
(399.47, 14.31, 244.35) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 15.41074
Ú(399.47, 14.31, 244.35) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.33999
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.89978
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.069409
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.252471
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450869
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665994
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898912
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153046
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428061
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728231
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06444
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437521
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838385
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.286685
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79175
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.364956
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01825
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77403
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50089
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56684
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86733
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37608
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32065
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85669
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57984
(399.47, 14.31, 244.35) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 15.71681
(399.47, 14.31, 244.35) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.62599
(399.47, 14.31, 244.35) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.35135
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.895034
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.064303
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247096
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.445055
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659581
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891926
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145412
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418724
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718494
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053672
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42339
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822653
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269054
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772416
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34258
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.992593
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74428
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45998
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51842
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79011
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30834
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19222
(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76071
Ú(399.47, 14.31, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62421
