°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ö(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71687
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483404
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775309
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09619
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450498
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843657
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282324
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.774777
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332852
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.968984
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70041
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31437
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38511
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66183
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.73566
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.72934
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.72609
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.72591
˘(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.7288
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.73475
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701331
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745378
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970127
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214381
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48079
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772443
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093033
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447005
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839772
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277978
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770925
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328633
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964156
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69484
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30864
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37257
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63583
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.83829
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.83204
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.82888
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.82881
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.83182
(422.65, 14.73, 249.45) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 15.83793
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726421
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753737
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967999
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212064
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478259
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769668
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089976
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443624
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836011
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274493
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.767357
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.324584
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.959524
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68949
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30325
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35337
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61034
(422.65, 14.73, 249.45) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.86743
(422.65, 14.73, 249.45) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.86058
(422.65, 14.73, 249.45) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.85683
(422.65, 14.73, 249.45) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.85617
(422.65, 14.73, 249.45) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.8586
(422.65, 14.73, 249.45) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.86412
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751979
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771658
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965939
ñ(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209822
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475811
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766984
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087022
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440354
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83283
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271461
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76394
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320711
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.955093
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68494
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2982
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33254
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58534
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.749868
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.601029
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.593225
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.605281
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.653943
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.704874
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.758121
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.813752
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.871836
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.932443
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.995649
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778904
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790529
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963953
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20766
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473451
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764395
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08417
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437428
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830243
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268564
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.760678
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.317065
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.951871
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68051
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29347
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3258
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.087743
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.926805
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.898477
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.900466
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.939378
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.980243
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.023098
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.067997
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.114998
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.164148
ä(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.215508
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 8.269142
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807227
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810362
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962039
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205576
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471174
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761899
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081454
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435209
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827775
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265804
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.758012
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314819
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948877
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67603
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28908
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32062
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.646827
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.576536
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.556074
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.538457
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.548384
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.55989
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.57291
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.587457
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.603544
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.621189
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.641808
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.716701
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836979
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831177
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960195
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20357
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468981
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759497
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079547
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4331
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825493
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263911
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756182
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312744
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945203
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67179
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28504
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.515525
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.470954
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.44583
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.43638
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.431326
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.433799
ï(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.439286
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.446233
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.454648
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.464537
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.478884
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.497405
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.525658
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868197
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852987
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958422
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201642
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466876
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757717
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07774
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431426
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824162
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262423
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754502
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309908
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941729
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66778
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.601668
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.469326
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.444686
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.431403
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.419612
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.412681
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.411219
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.411202
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.41263
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.417768
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.425095
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.433887
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.444152
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.455901
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900915
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875807
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956722
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199791
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465175
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756203
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076561
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430335
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822947
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261065
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752677
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.307047
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938458
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66401
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.499258
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.470942
≠(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.456131
(422.65, 14.73, 249.45) (398.74, 8.88, 247.37) (8.47, 2.91, 5.43) Truck 7.442828
