¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.62071
½(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347136
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643176
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885537
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144944
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419631
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.391242
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.321799
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.297496
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.274943
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.309867
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.379177
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.451315
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.697976
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.69732
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.68633
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.67745
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.7159
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.81978
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.14925
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23238
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478287
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744814
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033857
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350257
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633954
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87569
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131256
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404999
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.306656
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.25424
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.230138
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.207771
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.251014
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.319206
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.390187
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.649879
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.69836
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.64861
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.63974
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.63296
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.72914
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.83532
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232483
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478375
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74587
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036738
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3534
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625272
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864163
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118281
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.380497
È(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.225721
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.189353
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.165443
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.143258
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.19438
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.261507
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.334073
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.603469
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.709
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.6132
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.60435
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.59757
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.64197
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.74637
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.08761
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232626
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478535
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746006
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037956
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356578
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616083
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852601
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105886
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.300403
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.15251
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.127053
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.103331
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.081315
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.139901
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.206012
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.292143
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.55871
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.7219
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.61217
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.57124
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.56448
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.55977
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.66086
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.76769
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232784
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478681
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746194
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038162
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358052
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605786
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841619
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094152
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.223812
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.092521
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.067255
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.04371
Í(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.024965
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.087519
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.152657
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.251712
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.515565
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.73707
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.62705
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.54038
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.53362
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.52892
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.57869
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.68383
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.03581
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232953
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478872
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746395
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038381
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358277
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596062
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831229
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083062
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.150588
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.034966
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.009882
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.986507
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.975514
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.037173
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.101385
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.212749
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.473999
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.7805
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.64418
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.53811
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.50499
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.50029
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.49974
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.60328
(368.26, 7.21, 350.79) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.71097
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233133
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479058
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746595
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038586
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358521
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586869
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821455
(368.26, 7.21, 350.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072598
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 8.080606
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.979768
(368.26, 7.21, 350.79) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.954862
