¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.47197
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28353
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735319
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16797
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6914
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46039
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12538
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7668
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33859
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.12929
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.34909
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.44298
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.45988
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.40027
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.23868
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 14.86294
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 14.56954
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.17262
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.14894
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.25089
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.53304
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641113
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924519
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234727
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57555
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946248
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342082
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781192
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276946
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676672
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10382
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59804
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38338
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06615
ä(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66956
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95814
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.02408
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.23068
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.32093
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.33612
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.27656
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.11729
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 14.92331
(400.21, 14.05, 246.70) (432.24, 8.60, 233.95) (2.32, 1.85, 2.92) Tools 18.86393
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.4742
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.44851
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.5546
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.85036
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63972
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923027
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233072
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573726
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943703
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339228
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778049
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233143
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619207
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.041
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5062
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27716
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00818
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57488
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15407
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08721
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.32159
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.31176
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.30491
(400.21, 14.05, 246.70) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 15.30106
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.57162
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.37481
(400.21, 14.05, 246.70) (432.24, 8.60, 233.95) (2.32, 1.85, 2.92) Tools 19.13754
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.78935
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.76149
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 19.87198
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.18226
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638278
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921475
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231329
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571821
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941129
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33639
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774878
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195785
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562922
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979443
Ş(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43608
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17286
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95151
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48271
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.053
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00179
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.41763
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.9292
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.1619
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.20313
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.04506
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.58615
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.23268
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.11888
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.08867
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.20384
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.5296
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636785
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919808
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229527
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569829
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9385
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333507
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771664
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167467
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507746
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919209
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37002
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07041
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88018
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.393
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95469
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04639
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.7227
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.31597
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.61518
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.69199
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.54871
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.10601
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.10414
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.46363
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.43089
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.55102
(400.21, 14.05, 246.70) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 20.89335
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635174
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918071
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227641
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567718
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935841
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330553
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75862
Ô(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139933
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455686
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860213
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30535
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96977
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67535
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30563
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85905
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18919
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.93879
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.72276
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 19.07636
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 19.20281
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 19.0854
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.64611
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.98079
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633501
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916243
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225644
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565537
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933174
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327605
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72949
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113017
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426996
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802435
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24207
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87089
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51063
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76546
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76604
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33462
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.96086
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 19.15102
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 19.56446
(400.21, 14.05, 246.70) (432.24, 8.60, 233.95) (2.32, 1.85, 2.92) Tools 19.67722
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 19.65832
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.87057
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.22123
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631797
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914358
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223554
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563262
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930476
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32461
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70081
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081674
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399211
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745922
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18018
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7738
Ó(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35203
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59936
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67553
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23119
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.13931
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.82228
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.80103
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.78308
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.76845
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.00871
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.66539
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629979
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912394
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221395
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560856
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927748
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32157
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672602
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050837
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372271
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7062
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11962
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67843
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19923
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43948
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69261
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94869
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41816
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.28216
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.08014
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.05577
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.17674
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 17.47572
(400.21, 14.05, 246.70) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 18.13604
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628109
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910339
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219166
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558407
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924979
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300828
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644898
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020524
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34617
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678101
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06039
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58477
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05198
(400.21, 14.05, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28553
