¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97406
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277916
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532514
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809199
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11053
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44126
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805902
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209769
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658124
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149788
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702625
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3288
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04359
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86626
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79456
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7891
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95399
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41504
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91139
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044874
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279338
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534027
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811659
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115366
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447834
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813182
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217825
º(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663392
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155687
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709305
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33633
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05228
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86951
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79834
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8052
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91991
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29277
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9949
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046204
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280801
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535614
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813368
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117269
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451014
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819233
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225954
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668761
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161727
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716111
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34412
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06115
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87302
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80247
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82189
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83517
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89662
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91878
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04757
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282248
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537205
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815117
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119173
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453106
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821564
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229982
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674294
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167919
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723074
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35201
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07021
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87682
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80689
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83919
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75282
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58736
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16982
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048936
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283718
¹(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538854
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816891
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121138
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455266
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823929
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232621
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67992
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17421
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730219
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3601
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07822
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8809
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81163
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85711
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67291
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49796
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12214
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050668
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285276
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540515
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818714
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123088
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457452
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826354
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235338
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685658
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180628
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737473
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36835
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08543
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88526
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81671
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86384
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59521
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41122
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70203
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053433
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286844
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542197
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820608
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125171
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459713
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828856
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238085
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691492
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187191
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744877
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37679
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09863
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89999
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82788
·(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79649
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51982
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32703
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28617
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056268
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288445
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54396
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822474
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127239
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462001
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831381
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240913
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697409
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193895
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752436
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38538
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1085
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91629
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8469
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7434
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46259
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25723
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14756
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059131
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290076
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545744
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824435
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129363
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46435
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833974
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243785
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700652
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200739
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760121
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39413
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11854
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93295
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86629
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68009
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41205
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20086
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44059
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062085
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292745
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54753
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826412
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131519
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466733
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836631
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246739
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703924
·(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207664
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767977
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40305
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12875
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9499
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88606
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61865
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36329
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14654
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065052
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295955
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549382
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828427
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133732
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469177
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839275
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24972
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707268
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21476
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775984
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41214
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13919
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9672
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88177
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55889
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3141
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09424
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068095
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299246
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55126
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830461
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136003
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471642
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842034
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252748
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710665
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221966
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784107
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42141
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14983
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98483
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82952
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50092
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24938
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04391
(439.45, 13.91, 282.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071174
