¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43532
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97997
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69435
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58019
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85163
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470499
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672359
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890878
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128178
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386675
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669286
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979495
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32149
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700265
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120332
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599129
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140847
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775995
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23612
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11371
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21396
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43122
Ö(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01086
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72008
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85063
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32389
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469696
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.67149
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889939
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12716
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385562
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668067
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978163
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320014
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698627
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117901
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.597302
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136122
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.774323
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23287
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10696
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20593
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42579
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.992
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74544
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13164
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27502
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.468964
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670701
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889082
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126235
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384548
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666958
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976952
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318668
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697136
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11642
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595636
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.131901
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.772791
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50053
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10043
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19814
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42087
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97251
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77046
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21448
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30246
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.468304
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.669987
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888312
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1254
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383633
Ï(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665956
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975857
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317456
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695787
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11508
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594131
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130691
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771401
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49549
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09407
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19054
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41639
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95356
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79514
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18302
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33342
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48702
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467714
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66935
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887627
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124651
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382817
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665062
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974883
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316374
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.694585
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113884
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592785
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.129601
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770154
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49069
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31533
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18322
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41242
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93517
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79648
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14344
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33875
(435.48, 13.97, 294.54) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 23.62777
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467195
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668789
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887022
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123993
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382101
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664276
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974025
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315422
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69353
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11283
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591599
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.128638
×(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769046
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48613
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31001
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17295
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40895
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91733
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76235
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10501
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26796
(435.48, 13.97, 294.54) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 23.62313
(435.48, 13.97, 294.54) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 23.23386
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.466748
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668306
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886504
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123425
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38148
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663597
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973288
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3146
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692619
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111919
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590574
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127796
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.768079
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48181
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30495
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27377
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40006
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89997
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73306
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06775
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19849
(435.48, 13.97, 294.54) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 23.87596
(435.48, 13.97, 294.54) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 23.49308
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.466371
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.667899
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886067
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122948
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38096
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663028
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972668
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313912
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691377
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111152
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589711
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127077
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.767255
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47773
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30018
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26813
(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3863
æ(435.48, 13.97, 294.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88317
