¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48626
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14116
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3638
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39356
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55486
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23885
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87484
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343489
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900757
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285879
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925039
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66085
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50631
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35576
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31355
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38791
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42914
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6363
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84893
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20228
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56927
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62098
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82312
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57963
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393707
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959208
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3273
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972544
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71596
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57026
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40475
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37762
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43187
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47985
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6778
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90192
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28519
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7805
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86566
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09985
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05806
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443519
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.017252
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368178
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01949
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77047
Ÿ(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61739
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4642
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44707
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46982
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53038
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70981
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95524
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37135
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99783
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12072
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32948
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492888
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07484
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408507
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06952
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.835
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66521
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52331
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51608
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50722
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58072
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74178
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00587
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45786
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13542
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10859
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18044
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541771
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131967
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72646
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12465
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89913
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71137
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58192
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58468
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54424
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6308
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77359
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04281
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49417
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01538
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97701
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03557
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590126
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189961
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772323
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17929
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96276
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75688
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64013
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62272
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58088
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68065
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80538
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07968
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47512
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89857
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84903
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89468
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637912
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229214
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817585
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23337
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01999
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80184
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69785
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65423
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61711
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72849
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83702
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11191
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45603
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78495
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72455
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79814
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685082
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267884
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862211
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28688
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05844
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84614
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75505
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68536
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65288
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74851
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86856
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12478
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43717
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67439
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60353
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75891
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731598
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305948
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906172
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601913
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0963
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88976
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80814
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71608
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68825
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76828
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89998
“(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13783
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45218
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57988
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65421
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9093
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780285
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343381
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.949426
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.652439
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13355
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93269
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85822
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7464
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72317
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78781
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93127
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15105
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46744
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67599
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76091
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06341
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828918
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.380142
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991941
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702139
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17012
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97491
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90663
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77632
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75757
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80709
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95929
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16443
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48287
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77463
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87041
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22127
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876773
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416209
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033675
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758873
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46139
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01636
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92653
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80579
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79153
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82614
(401.43, 12.67, 328.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98127
