¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€ (416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30176
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89703
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.584097
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.574629
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.574111
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.591708
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.610513
„ (416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.630547
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.673831
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.727534
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.783402
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.880224
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.996456
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.232907
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.117396
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.527567
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80203
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33095
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90231
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74272
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.94434
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95515
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.578625
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.569149
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.567275
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.584797
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.603526
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.623481
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.664845
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.718344
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.774
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.867168
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.982836
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.207317
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.086392
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.447177
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57404
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31274
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88266
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39174
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.03587
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.574167
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.564684
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.56136
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.578818
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.59748
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.617367
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.65673
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.710044
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.765508
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.854914
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.970056
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.182309
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.056501
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.366752
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32041
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19334
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86508
ƒ (416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84224
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1326
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.14384
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.57072
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.561231
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.556362
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.573765
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.592371
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.6122
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.649477
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.702627
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.757919
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.843455
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.958106
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.157877
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.027703
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.292429
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25695
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75492
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84955
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4642
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.23464
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.24611
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.56828
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.558787
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.552276
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.569635
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.588196
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.607978
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.643083
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.696087
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.751229
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.832782
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.946977
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.134015
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.005535
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.262783
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19616
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45851
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39212
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44963
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.3421
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.35381
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.566845
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.55735
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.549099
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.566423
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.584949
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.604695
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.637541
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.690421
¤ (416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.745432
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.822892
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.936665
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.110716
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 7.985153
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.234284
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13809
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39813
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94328
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08938
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.72022
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.67025
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.62418
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.58194
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.5435
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.50882
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.47787
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.45061
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.42701
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.40707
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.566414
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.556918
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.548534
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.564129
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.582629
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.602349
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.632851
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.685624
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.740525
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.813777
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.927161
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.087975
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 7.966068
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.206913
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0826
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34048
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61087
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59996
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.02134
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.97418
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.93075
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.89102
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.85493
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.82245
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.79356
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.76821
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.7464
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.72808
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.566987
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.557491
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.549109
¡ (416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.562749
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.581234
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.600938
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.629006
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.681692
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.736503
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.805432
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.918461
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.065783
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 7.948263
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.180658
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96523
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27198
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55368
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14053
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.37606
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.33142
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.29038
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.25289
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.21891
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.1884
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.16135
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.13771
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.11747
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 17.10061
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.568562
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.55907
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.55069
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.562284
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.580763
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.600461
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.626004
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.678623
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.733364
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.797854
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 5.91056
(416.26, 12.93, 329.38) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 6.044137
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 7.931727
(416.26, 12.93, 329.38) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 8.155503
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80957
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10909
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42482
(416.26, 12.93, 329.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78629
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.77858
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.73623
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.69734
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.66187
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.62979
(416.26, 12.93, 329.38) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 16.60106
