¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.697591
(332.27, 7.44, 364.77) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.87976
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02561
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34146
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82428
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44935
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28365
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.995966
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.014906
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.034817
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.055722
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.134277
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.224232
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.31905
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.57015
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.62173
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.786056
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.97962
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.050607
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.149489
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.269602
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.616168
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.97734
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.18428
(332.27, 7.44, 364.77) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.77096
(332.27, 7.44, 364.77) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.2487
(332.27, 7.44, 364.77) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.58762
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94428
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24363
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71799
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35057
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17478
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.014657
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.033869
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.05406
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.075254
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.146867
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.237431
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.332904
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.632061
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.684844
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.82811
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.024254
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.177726
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.279773
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.385966
Ò(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.711655
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.10692
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.28417
(332.27, 7.44, 364.77) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.84507
(332.27, 7.44, 364.77) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.05986
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58236
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86751
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17702
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62931
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25686
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07133
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.034136
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.053635
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.07412
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.095617
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.159938
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.251136
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.34729
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.69621
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.750253
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.871392
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.070208
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.309968
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.41536
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.525044
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.810156
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.24145
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.38731
(332.27, 7.44, 364.77) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.51391
(332.27, 7.44, 364.77) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.58155
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51219
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81747
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13592
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56689
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16817
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97317
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.05442
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.074219
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.095013
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.116828
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.173493
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.265352
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.362215
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.762681
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.818044
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.915928
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.117514
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.447592
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.55652
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.669899
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.911771
Í(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.38115
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.5135
(332.27, 7.44, 364.77) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.19965
(332.27, 7.44, 364.77) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 17.11991
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47737
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78162
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09898
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54391
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08438
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88028
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.075528
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.09564
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.116758
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.138906
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.18754
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.280086
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.377688
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.480739
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.888307
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.961746
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.166201
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.615658
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.703552
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.820845
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.01661
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.42564
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.662
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.1002
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15557
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4465
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74982
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0662
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52505
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00948
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79248
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.097476
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.117917
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.139374
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.161871
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.202085
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.295343
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.393713
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.902938
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.961139
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.021711
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.216308
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.437884
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.856773
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 9.978214
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.1248
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.54314
Ë(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.81632
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22076
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12931
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41949
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72198
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05067
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51034
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99413
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71394
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.120285
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.141069
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.162881
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.185744
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.217133
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.311134
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.919537
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.97692
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.036645
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.098799
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.267868
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.492831
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.01653
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.14237
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.27345
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.66452
(332.27, 7.44, 364.77) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 12.97672
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21921
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06764
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39632
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69816
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04052
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49975
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98307
(332.27, 7.44, 364.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65957
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.143973
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.165119
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.187301
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.210546
(332.27, 7.44, 364.77) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.234883
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.017598
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.994679
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.053606
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.114933
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.178747
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.320918
(332.27, 7.44, 364.77) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.54939
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.18318
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.3137
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.44967
(332.27, 7.44, 364.77) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.78993
