¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394626
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.060864
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.037288
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.015233
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.04641
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.104567
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.1651
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.278335
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.512736
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.65142
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.27675
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.04447
Ñ(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.943884
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.852263
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.847637
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.844934
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.86432
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.974473
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.21297
(366.49, 7.19, 350.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.44715
(366.49, 7.19, 350.42) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 24.37383
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161905
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401114
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62712
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811996
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008868
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218945
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.118192
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.017231
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.992359
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.969017
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.947178
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.98912
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.046177
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.105569
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.23616
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.467718
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.54868
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.39105
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.03964
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.93914
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.842536
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.800804
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.798095
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.797296
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.873159
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.985447
(366.49, 7.19, 350.42) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 24.88494
(366.49, 7.19, 350.42) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 24.81018
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163495
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402816
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617058
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80132
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997538
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.181929
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.028533
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.951141
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.926508
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.903389
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.881763
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.9339
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.989906
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.04821
Ú(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.195369
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.424194
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.45022
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.42108
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.14254
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.936438
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.839883
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.756307
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.753592
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.752779
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.775748
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.885811
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.12281
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165067
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404601
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607454
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791141
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986691
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.092845
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.942862
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.887618
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.863214
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.84031
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.827863
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.880682
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.935684
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.992948
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.155927
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.382124
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.36972
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.34712
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.25903
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.935776
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.839232
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.746429
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.711372
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.710546
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.711613
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.790033
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.902362
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166731
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406331
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598315
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781411
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976372
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.007748
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.86099
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.826564
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.802382
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.779686
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.777511
Õ(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.829403
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.88345
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.939721
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.117807
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.13598
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.3231
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.42218
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.403
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.02385
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.840583
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.747756
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.671392
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.670553
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.671599
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.697965
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.808187
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.04501
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168378
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408185
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589571
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772141
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966527
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.926448
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.793367
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.767894
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.743923
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.721426
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.729
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.780008
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.833139
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.888464
(366.49, 7.19, 350.42) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.080982
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.08439
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.24885
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.33817
(366.49, 7.19, 350.42) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.31913
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.14256
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.843936
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.751048
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.661765
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.632758
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.633784
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.636691
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.717689
(366.49, 7.19, 350.42) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.830311
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170075
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410016
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581288
(366.49, 7.19, 350.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763364
