¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76224
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.65129
É(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.63886
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.76768
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691991
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903459
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5416
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807555
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097435
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414666
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763175
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147699
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574053
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049349
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572515
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17916
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86356
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55882
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19023
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06472
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9453
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72959
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.69999
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.68253
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.66758
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.65513
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.78279
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.93669
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.92815
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.92373
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.92355
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 21.1041
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689305
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900554
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537694
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803295
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092802
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409583
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757582
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14152
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567176
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041678
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566016
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17425
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84622
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56046
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19205
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11352
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0101
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73896
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.71885
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.70135
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.68638
Â(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.67391
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.80029
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.89672
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.88848
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.88431
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 20.8843
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 21.03259
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686688
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897726
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126273
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799138
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088303
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404629
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7521
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135462
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56045
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034168
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561347
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15931
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82923
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56295
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19477
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1629
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30459
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76279
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.74025
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.72273
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.70773
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.69523
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.82021
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 21.19591
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 21.18851
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 21.18523
(401.59, 14.09, 246.04) (367.56, 8.41, 261.83) (0.81, 2.16, 0.81) Human 21.1871
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684143
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894975
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12329
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795065
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08383
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399755
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746749
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129544
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553898
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026827
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55627
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14467
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81254
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56621
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19842
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21286
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54312
º(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78868
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.76422
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.74666
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.73163
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.71911
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.84256
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681668
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892299
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120389
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368165
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079514
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395005
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741553
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12377
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547506
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019684
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543589
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13033
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79621
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55813
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.203
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26336
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52958
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81657
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.79078
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.77318
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.75811
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.74557
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.86737
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.81565
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679264
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889701
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117572
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365239
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07531
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390382
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736437
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118134
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541221
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012701
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532735
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11623
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78014
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5397
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20849
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31439
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51671
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8013
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.1676
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.19834
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.77348
»(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.97575
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.74792
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.49316
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.97263
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676932
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887181
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114841
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362409
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630754
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385896
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731486
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112661
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535167
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0059
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523039
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10241
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76443
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52168
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2243
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33492
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50439
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.21301
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.18728
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.22314
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.97024
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.95702
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.94634
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.86889
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.2218
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674672
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884738
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112193
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359675
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62777
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381493
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726634
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10731
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529213
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999264
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513618
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08892
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74903
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50401
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26782
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31637
(401.59, 14.09, 246.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49268
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.08868
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.06355
(401.59, 14.09, 246.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.04556
