¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186185
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.755575
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.618209
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.487059
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.454368
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.429238
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.405715
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.423676
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.471754
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.521935
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.647194
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.861685
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.768651
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.306935
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.185587
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.09436
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.084404
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.076046
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.076381
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.163174
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.253482
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.493263
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60709
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877542
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17254
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495482
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.75445
Ú(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.617119
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.486001
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.452941
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.427815
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.404297
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.42194
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.469989
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.520142
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.644544
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.858877
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.644682
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.235177
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.115788
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.030646
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.020767
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.012471
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.014591
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.100014
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.18889
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.424858
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605098
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875368
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170178
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492867
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.755254
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.617898
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.486756
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.452965
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.42784
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.404321
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.421454
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.469497
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.519641
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.642866
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.8571
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.527341
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.166413
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.048885
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.969471
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.959664
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.951429
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.955213
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.039326
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.126837
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.359084
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603072
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873184
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16776
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490242
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.757987
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.620547
Ø(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.489325
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.45444
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.42931
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.405787
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.42222
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.470274
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.520432
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.642161
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.856353
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.416248
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.100533
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.984772
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.910749
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.901012
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.892836
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.898167
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.981033
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.067244
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.295858
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601027
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870935
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165344
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487562
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.776082
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.625069
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.493709
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.457366
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.432226
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.408695
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.424237
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.472323
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.522513
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.642428
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.856636
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.311064
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.037437
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.92336
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.854405
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.844735
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.836616
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.843385
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.92506
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.010033
(377.82, 7.13, 353.90) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.235099
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598972
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868671
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162853
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484879
(377.82, 7.13, 353.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838811
(377.82, 7.13, 353.90) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.63147
