¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973479
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898661
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296208
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645414
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126671
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682972
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31359
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03441
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.8476
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.86499
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.93558
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.22159
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.79494
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.76362
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.70715
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.60302
¼(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.5035
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.30907
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12639
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.49514
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.40091
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003365
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279712
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580297
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927518
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332798
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690372
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077976
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627977
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25102
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96259
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.54243
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.85501
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.92368
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.20717
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.77712
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.15558
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.05267
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01384
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.5786
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.44795
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01093
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28792
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591015
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960408
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369291
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736035
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12639
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573406
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.189
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89142
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.25473
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.84466
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.91135
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.19224
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.75866
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.71765
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.23733
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.59785
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.66586
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.49705
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018505
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296156
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620893
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993413
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405935
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782364
º(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17717
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611122
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12746
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82094
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.98311
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.83395
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.8986
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.17679
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.73957
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.69347
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.20574
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.55484
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.75696
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.54822
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026123
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310151
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650852
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026515
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442736
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829383
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228716
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667872
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15298
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75111
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.9242
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.82288
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.88542
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.16083
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.71986
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.66851
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.17314
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.51047
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.85198
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.60149
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033754
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337435
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680894
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059755
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47966
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877107
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281046
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725521
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21681
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.51428
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.91448
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.81147
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.87183
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.14437
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.69953
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.64279
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.91228
Ì(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.88141
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8545
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.83152
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81246
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79729
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.78599
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77856
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77499
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77528
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77942
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.65687
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049607
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36479
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711035
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093081
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516709
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925495
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334186
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784099
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28169
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.28329
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.90446
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.79971
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.85782
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.12742
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.67861
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.61631
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.63798
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.61502
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59594
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.5807
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.5693
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.56173
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.55797
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.55802
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.56189
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.56957
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.58109
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.7144
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074594
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392197
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741218
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126499
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553875
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974585
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388102
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843571
(410.55, 14.05, 248.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.09603
