¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ø(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997257
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.086757
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26889
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465712
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678946
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910684
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163367
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439968
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743951
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079449
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451634
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866744
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332566
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858809
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457996
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14629
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94489
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.20701
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.82447
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.57972
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86056
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81777
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35992
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.58656
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.622628
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.769896
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.927877
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097685
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.280695
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478477
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692762
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925727
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179768
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457948
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763703
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101301
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475919
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893881
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363061
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89339
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4975
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1918
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59025
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82553
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.89612
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.6517
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96664
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95382
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53421
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.82271
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.631674
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.779575
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.938282
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108882
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.292779
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491506
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706896
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941052
ş(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196574
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476322
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783921
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123637
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500735
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921679
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394318
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928818
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538005
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.02768
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15252
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.87724
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.9698
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.72592
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07615
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09455
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.71446
(378.57, 8.12, 340.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07546
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237727
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537192
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86834
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236308
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647484
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097125
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597109
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164861
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814955
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56649
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4451
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48571
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87706
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10799
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4332
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54786
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212945
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509857
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838036
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202491
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609548
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055853
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550444
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111632
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753706
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49533
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36141
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38588
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62073
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24973
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92988
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19985
ï(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22908
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188137
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482525
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807745
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168735
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571727
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014759
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503972
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058684
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692845
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42465
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27839
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28703
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49667
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08925
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03758
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97085
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9176
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163374
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455215
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77745
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13502
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533969
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973792
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457728
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006021
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632372
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35451
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19605
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18911
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37829
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93088
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51328
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74615
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.61323
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.59095
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138589
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427909
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747226
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101359
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496318
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933021
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411689
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953644
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572278
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28486
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11441
(379.06, 8.16, 340.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09214
