¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ó(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764807
(427.30, 14.97, 246.75) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.724488
(427.30, 14.97, 246.75) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.707783
(427.30, 14.97, 246.75) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.692645
(427.30, 14.97, 246.75) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.67906
(427.30, 14.97, 246.75) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 7.667018
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.571857
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.586776
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 12.95953
(427.30, 14.97, 246.75) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 24.32078
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497409
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77039
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057285
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371111
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715707
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095718
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480942
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94779
û(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475651
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.783307
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.750134
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.719073
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.690093
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.663162
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.638256
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.615347
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.594414
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.575431
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.558387
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.612248
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 12.792
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 13.5073
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496908
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772716
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060334
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374431
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719348
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089692
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473351
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939911
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.162469
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.134895
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.109258
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.08553
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.063687
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.043708
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.025572
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 9.009262
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.994761
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.982055
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.971131
(427.30, 14.97, 246.75) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.668941
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 12.63117
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 13.55675
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496376
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772074
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063359
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377719
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72298
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082943
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465908
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931882
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.918408
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.891506
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.86649
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.843335
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.822015
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.802507
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.784797
 (427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.768862
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.75469
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.742266
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.813114
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.28882
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.57706
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 13.60736
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495766
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77141
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066368
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381048
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726637
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076319
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458601
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.716783
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.688654
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.662388
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.637959
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.615344
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.594518
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.575459
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.55815
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.542574
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.528711
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.516554
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.834998
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 10.70151
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.61449
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 13.65914
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495078
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77067
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06936
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384309
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722562
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069767
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451382
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.499525
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.472045
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.446382
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.422512
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.400411
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.380052
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.361419
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.344491
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.329253
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.315689
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.303783
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.857326
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 10.65535
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.65273
(427.30, 14.97, 246.75) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 13.7121
‰ (427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.91375
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.91474
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.92648
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494344
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769865
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071238
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387594
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716723
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063376
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.323071
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.294404
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.267537
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.242446
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.219105
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.197488
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.177575
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.159346
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.142781
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.127865
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.114583
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.10292
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.880095
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 10.69864
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.69178
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.70268
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.69006
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.68044
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.67722
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.77322
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493534
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768975
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070292
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390836
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710996
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057083
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.146582
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.112193
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.079662
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.049656
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.026816
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.005662
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.986173
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.968326
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.952107
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.937497
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.924484
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.980476
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.903307
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 10.7444
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.73166
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.67047
 (427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.6554
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.64322
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.63793
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.72127
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492647
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768032
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069237
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389644
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705386
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050916
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.216547
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.181825
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.148977
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.11797
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.088767
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.061339
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.035659
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.011699
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.989434
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.968841
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.949901
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.999451
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.926967
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 10.79266
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 11.77237
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.75631
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.73788
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.7225
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.71534
(427.30, 14.97, 246.75) (400.28, 8.19, 257.46) (0.81, 2.16, 0.81) Human 14.8292
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491693
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766993
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068105
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384578
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699831
(427.30, 14.97, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044881
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.28937
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.2543
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.221122
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.1898
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.160301
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.132593
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.106648
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.082438
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.059939
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.039129
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.019984
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.018772
(427.30, 14.97, 246.75) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 8.95107
(427.30, 14.97, 246.75) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 10.84349
