¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90011
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202422
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466145
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70902
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037271
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39911
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715512
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029442
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524528
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08929
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6794
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38447
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19176
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83451
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0123
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3041
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79085
Ç(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69899
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88874
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16432
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4515
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75087
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0457
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30317
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5712
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174488
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399433
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642779
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906732
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194017
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454321
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706885
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037406
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396025
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685191
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004478
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510802
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05967
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65236
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35368
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15639
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78776
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94707
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24454
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71985
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58555
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89501
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17076
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45808
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75766
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07006
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38505
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65504
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168516
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393018
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635824
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899166
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185779
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443012
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707292
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037849
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368627
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655781
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.992566
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.497476
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0308
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62597
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32364
É(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12188
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03655
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87901
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18177
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65102
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47515
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90512
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18112
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46877
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76862
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08134
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40762
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74404
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162655
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386698
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628977
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891765
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177701
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432215
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707978
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0386
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342061
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627272
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.981004
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484544
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00268
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60022
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29433
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08823
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99544
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81219
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10826
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58422
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36776
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01344
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32001
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63996
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.974
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32294
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68759
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156925
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380498
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622272
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884463
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169749
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421927
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708948
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039657
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316319
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59965
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969797
Á(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47201
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.975303
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5751
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26576
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05544
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95542
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74691
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03659
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51947
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27655
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32526
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64129
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9712
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31574
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67572
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19905
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151272
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374386
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615671
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877285
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161945
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412147
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710201
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029287
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291389
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.57291
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958944
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458025
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948668
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55062
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23792
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0235
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91648
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93435
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96678
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45675
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19288
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46065
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97655
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.317
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67266
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16515
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80732
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146626
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368438
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609192
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870286
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154285
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408318
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711734
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006742
º(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267267
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.547039
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.948439
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434671
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923242
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52678
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2108
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9924
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8786
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89091
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89878
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39247
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11169
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35907
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32659
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67822
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14038
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77644
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174759
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362572
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602873
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863402
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146828
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409989
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713552
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984937
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243941
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522029
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938289
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411972
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902657
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50356
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18441
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96214
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84179
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84874
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83255
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31314
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0329
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26065
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69223
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12428
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75492
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4258
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203594
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358041
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596634
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856656
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139468
(394.95, 7.15, 359.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411918
