¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85015
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3271
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91437
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70835
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63484
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06607
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91274
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.60022
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.58532
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.57271
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.56238
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.68147
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.100114
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285614
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486336
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704167
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940777
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199125
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958136
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295651
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669211
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078475
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520907
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037046
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621862
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28976
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89434
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72255
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66273
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05834
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.59722
ª(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.5916
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.54152
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.75759
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.74939
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.29743
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96193
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96157
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96589
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.092924
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.277853
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478158
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695073
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930869
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188294
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470398
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280623
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652523
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057843
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497892
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008837
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589788
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25299
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87524
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73712
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82091
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00626
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88926
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59104
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.9592
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.54071
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.75684
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.74864
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.12875
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.04891
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.04855
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05287
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.085831
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.270199
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470076
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686108
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921104
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177619
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458684
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265775
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63607
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037559
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475267
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981022
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558205
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21681
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85704
¢(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75207
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77823
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95524
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88048
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58609
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.96696
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.54235
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.53058
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.52137
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.96559
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078836
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.262842
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461935
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677269
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911481
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167101
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447144
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251129
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619845
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017639
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452987
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953637
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52711
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18119
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84611
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74844
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7364
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90526
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.79937
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.78145
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.7665
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.64809
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.63769
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.62957
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.61263
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.071943
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.255603
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.453912
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668562
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156743
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435779
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742204
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603871
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998018
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431128
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926646
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496453
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14613
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85941
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70609
­(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69543
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.82105
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.79069
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.77069
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.75876
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.65417
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.64377
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.63564
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.55846
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065208
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248466
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446007
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659986
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892664
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14654
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424589
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729251
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588108
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97873
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409653
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900083
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466337
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11167
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84613
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66461
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.85658
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.81752
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.78567
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.76377
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.75331
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.66254
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.65212
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.64399
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.53422
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.56361
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.058693
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.241407
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438222
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65154
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88347
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136497
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413575
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716501
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572586
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959812
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388578
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873932
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436662
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07774
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81101
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62391
¯(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.86263
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.82354
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.78993
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.76431
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.75753
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.67319
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.66276
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.65462
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.54565
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.57508
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.57366
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.052275
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.234321
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430559
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643225
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874422
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126613
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401656
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703953
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038257
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941208
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367865
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84815
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407486
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04436
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77602
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58404
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.8788
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.83982
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.8051
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.78315
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.77269
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.68615
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.67571
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.66756
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.55957
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.5876
(398.80, 14.24, 245.40) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.58864
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.045957
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.227346
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.423016
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635043
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865516
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116888
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389944
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691609
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024604
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922971
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347537
(398.80, 14.24, 245.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822836
