¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84618
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55948
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72498
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31151
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4351
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02778
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914613
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151454
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411973
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667041
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931953
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220256
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556232
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901802
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282186
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708408
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65168
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14883
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46099
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84344
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47909
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62884
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20004
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29164
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.08717
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899826
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135381
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395123
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645595
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908672
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194897
ÿ(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53174
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874923
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25256
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679382
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.137256
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12514
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49346
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04801
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39989
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53423
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08993
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15014
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90769
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885113
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119392
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378343
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624448
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.885721
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169907
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507616
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848457
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223399
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650848
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105539
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1286
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52104
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16865
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33579
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44112
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98119
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01059
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73104
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870478
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103492
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361634
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603597
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863098
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145279
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483857
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822401
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194698
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622801
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074376
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620849
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52239
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17013
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49595
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3495
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8738
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88097
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.585
ş(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855924
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087983
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345002
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.583042
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840804
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121019
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460465
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796754
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166458
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595242
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043766
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598483
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5244
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17235
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70907
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25935
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76777
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75648
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46648
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90819
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841452
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072812
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326455
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562786
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818839
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102717
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437437
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771514
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139089
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568165
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.013703
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.576263
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28307
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17531
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90846
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17065
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6631
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63332
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34801
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59441
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827063
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057711
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307989
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542826
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7972
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084761
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414775
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746681
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119044
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54157
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.984184
ş(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.554197
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25756
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17901
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9135
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25651
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55977
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51152
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22967
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.51823
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812762
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042683
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289791
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523162
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775889
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066907
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392472
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722252
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099136
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515453
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955209
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532282
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23104
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18344
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91935
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48008
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45779
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39108
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11147
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.30479
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798549
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02773
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271865
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503793
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754903
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04916
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370534
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698228
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079368
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489816
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926771
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510523
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21784
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18858
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92588
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76938
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35713
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.272
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99348
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09525
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784426
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012853
ô(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254205
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484721
(356.61, 7.07, 354.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734241
