¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ó(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432926
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004829
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410114
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.894426
ˆ (428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.879618
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.949134
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.970533
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.009759
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.088282
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.179193
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.337417
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.56074
(428.51, 15.06, 245.95) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.06704
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7037
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706075
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984998
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289588
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.886016
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.729179
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.683749
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.657671
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.63308
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.609968
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.588308
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.568039
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.54921
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.531724
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.515618
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.500844
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.487426
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.475312
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.464507
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.454997
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.446769
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.445442
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.47753
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.574904
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69884
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97707
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280947
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.709969
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.63629
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.602258
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.57618
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.55157
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.52843
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.506711
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.48641
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.467484
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.449917
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.433706
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.418822
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.405256
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.39299
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.382014
‘ (428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.372309
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.363891
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.362061
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.384626
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.440354
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.572504
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69155
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96914
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.781668
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.650763
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.590079
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.55904
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.532955
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.508339
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.485182
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.463435
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.443081
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.424114
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.406504
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.390221
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.375283
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.36164
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.349294
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.338228
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.32843
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.319894
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.317958
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.337404
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.383692
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.474902
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684245
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961193
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.741576
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.62797
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.571264
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.541061
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.514912
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.490232
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.46699
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.445171
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.424743
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.405698
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.388
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.371641
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.356603
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.342869
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.330433
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.319268
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.309375
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.300746
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.298747
™ (428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.317091
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.360241
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.441972
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676899
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953196
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.749288
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.632635
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.575153
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.544706
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.518401
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.493567
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.470184
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.448219
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.42766
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.408467
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.390631
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.374143
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.358978
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.345113
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.33254
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.321245
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.311232
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.302463
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.300447
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.318874
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.362293
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.444767
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669551
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946677
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.814336
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.666352
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.602637
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.570682
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.544106
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.519022
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.495381
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.473181
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.452384
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.432967
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.414919
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.398216
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.382839
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.368775
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.356024
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.344544
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.334337
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.325415
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.323361
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.343148
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.390419
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.484851
‚ (428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662189
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941772
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249659
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.745219
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.66139
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.624822
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.597823
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.572281
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.54823
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.525612
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.504433
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.484641
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.466229
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.449173
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.433474
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.419084
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.406022
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.394246
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.383761
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.374554
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.372491
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.395956
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.45456
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.608737
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655605
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93674
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2442
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58166
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.78799
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.728776
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.700797
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.67434
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.649374
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.625891
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.603874
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.583277
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.564082
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.546299
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.529886
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.514822
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.501082
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.488704
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.477614
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.46781
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.466034
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.501875
(428.51, 15.06, 245.95) (448.35, 8.68, 256.98) (0.81, 2.16, 0.81) Human 6.634091
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650926
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93167
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238643
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575566
ë(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942937
(428.51, 15.06, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339581
