¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(349.48, 7.06, 364.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50472
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896305
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235189
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610662
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609638
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127168
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713625
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38428
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13289
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99434
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00306
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1138
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51929
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94209
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70635
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47898
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45785
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44112
ï(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4288
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42085
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41727
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41806
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42323
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43278
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44671
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82187
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057642
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314046
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594456
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902339
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241858
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618072
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621888
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141006
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728626
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39917
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14746
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01132
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02308
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20539
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63036
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04187
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70588
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13894
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.11802
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.10143
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08918
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08124
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07761
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07829
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.08327
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09256
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.10617
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825341
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062224
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319048
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599936
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908369
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248524
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625478
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634111
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154772
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744289
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41409
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16204
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02831
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04306
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13195
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60495
ö(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07789
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70406
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8132
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79248
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.77604
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76386
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75594
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75226
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75282
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75762
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76667
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.77998
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828791
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066801
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324043
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605411
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914394
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255185
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181851
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646273
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168531
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759915
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42673
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17662
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04527
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02517
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99871
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44232
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96656
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.5258
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.50104
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.48051
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46421
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.45211
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.4442
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.44047
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.44093
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.44556
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.45439
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.4674
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832218
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07137
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329032
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610879
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920412
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261838
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192682
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658422
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182256
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775515
(349.46, 7.06, 364.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43935
