¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028296
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541142
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.74705
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970034
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212285
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476343
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765231
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082571
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432616
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820699
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253242
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738202
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285643
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908352
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62279
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45064
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.50235
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.48083
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.71196
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.6932
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.67697
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.66324
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.652
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.64325
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.63697
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846373
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.999385
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.163401
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339678
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529465
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734426
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956369
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197452
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460138
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747519
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063106
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411108
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796829
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226576
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708259
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251782
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869717
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57831
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3989
±(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36017
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.80515
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.78367
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.76475
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.74836
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.7345
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.72315
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.71429
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.70792
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837787
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.990188
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153554
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329063
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518053
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722097
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943018
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18293
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444369
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730244
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044073
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390133
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773558
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200588
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679107
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218811
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832113
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53505
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34863
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29832
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09436
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.85872
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.83963
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.82309
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.80908
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.79761
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.78863
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.78217
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829379
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.9812
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.143939
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31872
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506951
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710092
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930019
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16881
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428972
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713393
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025569
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369701
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750889
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175294
®(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650685
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186719
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79556
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49304
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2998
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21279
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99899
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.93721
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.91793
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.90123
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.88708
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.87546
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.86638
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.85981
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.821171
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.972433
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.134541
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.308651
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496089
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698383
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917346
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155051
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413944
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696955
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007502
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349782
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728798
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150702
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623076
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1555
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759995
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45219
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25241
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12971
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96701
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.01922
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.99975
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.98288
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.96857
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.95682
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.94761
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.94093
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.81317
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963919
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.12539
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.298805
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485474
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686951
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904979
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141598
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399299
®(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680933
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989938
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330386
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707306
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126733
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5962
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125152
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725462
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41254
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20533
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04903
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93707
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.10485
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.08519
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.06813
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.05366
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.04176
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.03242
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.02563
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805376
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.955577
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116483
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289226
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.475163
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675797
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892928
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128532
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385081
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665369
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972835
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311542
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686403
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103437
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570094
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095665
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691929
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.374
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13762
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97065
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9091
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.19421
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.17435
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.1571
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.14246
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.13041
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.12093
(342.16, 7.24, 370.29) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.11403
(342.16, 7.24, 370.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.797782
