¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€ (434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841885
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.363719
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.36243
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.362381
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.363574
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.366009
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.369687
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.374613
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6519
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.798161
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.66981
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.546619
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.42834
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.314752
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.20564
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.100807
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.000071
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.903259
Š (434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.810203
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.780745
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247619
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427535
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622195
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833393
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062305
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311203
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.314456
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.309308
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.305394
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.302714
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.301264
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.301044
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.302051
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.304288
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.307757
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.312461
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.247229
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.130129
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.017692
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.909708
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.805978
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.706309
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.610534
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.518483
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.43001
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.472945
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.595719
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.761863
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246731
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42659
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620353
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829597
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057967
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.262651
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.256152
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.250884
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.246842
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.244021
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.242419
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.242035
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.242867
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.244919
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.248189
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.304016
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.652573
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.549061
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.449621
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.354081
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.31983
‰ (434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.313095
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.335262
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.359181
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.417956
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.488707
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.601588
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.745713
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.245976
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425749
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619451
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828657
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055263
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301911
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.356342
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.327117
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.299384
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.273109
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.248266
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.224827
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.202772
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.187814
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.190897
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.304428
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.562561
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.47353
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.407635
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.368484
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.350019
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.336749
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.359059
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.383126
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.435145
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.506189
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.609172
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.753551
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.245321
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425083
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618706
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827853
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05442
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300559
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.492902
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.462923
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.434467
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.407506
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.382008
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.357946
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.335296
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.314033
(434.43, 14.76, 316.81) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 6.294136
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.760712
î(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.617412
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.514541
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.448067
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.400648
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.382075
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.365211
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.384614
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.408843
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.454043
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.525409
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.618476
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.763166
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244827
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424529
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618112
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827218
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053734
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299821
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568096
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861615
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184099
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535336
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829435
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149094
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497665
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879218
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298543
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.843081
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.674893
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.557711
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.490627
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.434724
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.416037
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.399067
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.411956
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.436356
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.474669
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.546385
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.629512
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.774574
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244431
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424115
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61765
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826741
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053205
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299219
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567483
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860948
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183348
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497974
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791747
ë(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109524
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454569
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832027
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246675
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.940238
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.735081
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.603093
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.535364
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.470746
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.451938
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.434855
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.44111
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.465693
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.497041
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.56914
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.644174
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.787784
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.243752
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423837
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617384
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826415
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052836
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298852
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567035
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860513
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182861
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462012
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747598
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064202
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40946
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786073
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196214
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 9.04195
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.798065
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.655543
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.582334
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.516646
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.48982
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.472615
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.472108
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.496888
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.523481
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.593698
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.66916
(434.43, 14.76, 316.81) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.802807
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242578
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423676
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617212
(434.43, 14.76, 316.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826253
