¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149118
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602314
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120619
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684012
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24599
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77087
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41735
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92592
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5615
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.90561
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.76996
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.73904
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.72264
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.7088
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.69745
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.813384
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962167
‘(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.12145
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.292394
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476998
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679053
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897837
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135342
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394109
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677011
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987525
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329839
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708962
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131176
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592565
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109633
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658604
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22371
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74623
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36734
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89998
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53293
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 13.0768
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.84546
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.80966
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.79513
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.78314
(387.91, 7.36, 358.22) (363.53, 1.37, 362.10) (0.81, 2.16, 0.81) Human 12.77374
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810632
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.959202
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.118316
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289037
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472596
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67362
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891894
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128915
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387089
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669324
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979082
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32053
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698662
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119675
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583435
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099367
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63423
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20273
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72302
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31917
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86216
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50659
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34025
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13862
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78807
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30659
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.808075
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956504
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.115383
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.285896
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469216
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668375
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886262
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122767
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380392
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662018
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971062
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31169
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68884
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108715
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574921
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089796
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610857
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18305
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70124
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27733
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75467
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48247
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17822
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09849
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74461
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38238
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.8057
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.953954
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.11267
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282967
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466103
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663529
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880876
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11697
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374062
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65505
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963438
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30327
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679514
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09831
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567039
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078117
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588535
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16182
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68086
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25465
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64933
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46047
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20681
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06143
ƒ(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93767
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46313
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.803501
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.951611
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.110153
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28029
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463219
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66039
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875795
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111404
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368051
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648498
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956185
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295269
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670677
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088474
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556141
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059011
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567186
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1378
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66186
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23354
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54602
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44071
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26355
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02743
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32386
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5489
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.801513
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.949491
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.107892
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277822
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460579
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.657557
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870975
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106186
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362334
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64227
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94938
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28772
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662304
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079142
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545702
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040813
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546806
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11491
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64429
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21398
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44474
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42308
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33244
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99643
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41992
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74686
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.799682
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.947533
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.105783
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.275604
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458185
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654987
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867686
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101269
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356972
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636397
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942922
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280622
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654428
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070345
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535845
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023482
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527443
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09314
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62805
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19825
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34551
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40757
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40591
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96839
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89873
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.87232
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.84947
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.83014
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.798059
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.945795
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.103929
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273585
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456015
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652662
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865165
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096652
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351942
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630898
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936864
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273945
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647028
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062124
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526619
(387.91, 7.36, 358.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019255
