¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108054
¶(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644102
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948242
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280291
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651904
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055468
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51244
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.015004
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.576741
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21191
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73864
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68502
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80039
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04632
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61971
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63855
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98458
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48842
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35372
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631495
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933599
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.265566
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634485
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037986
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.490947
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.994079
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.549663
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18367
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89372
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69738
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63709
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74461
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04313
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.539
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51689
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80502
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24277
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34215
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618832
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918941
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250774
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617058
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020429
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469473
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973064
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522785
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15545
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85761
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65689
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5894
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68913
Â(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9743
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45909
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39674
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6841
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14327
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330529
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606112
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904274
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235919
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.599626
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0028
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448031
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951968
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.498652
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12725
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82168
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61689
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54195
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63397
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90601
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37336
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27801
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56181
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58277
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318858
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593339
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890603
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221005
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582192
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985105
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.426615
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.930797
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474502
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09907
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78595
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57705
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49562
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57913
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83827
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27831
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1608
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44096
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79277
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30714
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580519
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.877032
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206036
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564763
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967343
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406505
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909553
½(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.450346
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07093
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75088
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53738
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45143
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52462
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77108
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21198
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04504
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32166
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87506
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295378
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567654
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863412
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191015
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.54852
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949526
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387602
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888243
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42619
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04284
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71597
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49789
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40741
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47043
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70445
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12874
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93078
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20384
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59667
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283575
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554744
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849746
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175946
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532471
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931656
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368642
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866121
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402035
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01322
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68123
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45858
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36355
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41659
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64125
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04804
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83607
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08749
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27921
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271733
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541797
¯(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836037
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160832
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516371
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913735
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349626
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842638
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377892
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.982552
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64667
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41917
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31987
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3631
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57851
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96792
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74223
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97261
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97001
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25986
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528814
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82229
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145682
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500234
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895773
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330564
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81925
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353765
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952055
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61228
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37981
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27639
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30998
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51513
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88842
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64927
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85926
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72147
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301761
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5158
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808507
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130494
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484055
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877772
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31146
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795958
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.329654
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.921727
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57808
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34067
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23189
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25675
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44891
¼(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80987
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47324
(429.23, 14.85, 251.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74736
