¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94282
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87646
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95207
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914225
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206947
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527064
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878555
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266136
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695649
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161886
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679293
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26076
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91882
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69509
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20398
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71541
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.01806
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.25025
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.770952
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.37516
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.35003
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.32758
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.3078
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.08992
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.16097
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.18361
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17762
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.1748
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17512
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.97159
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907646
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199741
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519171
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869849
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.136985
î(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683588
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145158
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660554
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23963
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8961
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67529
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1805
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68989
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.722432
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.684118
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.665637
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.64873
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.705877
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.23473
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.21604
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.53166
(412.42, 14.14, 246.41) (382.97, 7.85, 246.39) (1.15, 1.64, 1.10) Tools 13.33423
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17909
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.1731
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17028
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17061
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900971
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192466
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511215
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861095
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.064129
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668534
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128428
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641828
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21852
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8788
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65539
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1581
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.684699
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.836135
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.619874
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.561199
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.651017
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.794839
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.23337
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.21468
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.19918
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.18687
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17772
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17174
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.16892
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.16924
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894285
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185152
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503198
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85226
 (412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.993532
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.112322
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111712
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.144762
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.113605
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.084252
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.056679
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.030852
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.006747
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.954798
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.982406
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.64415
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.720806
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.929911
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.23517
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.21647
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.20097
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.18866
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17951
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17353
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17071
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17104
(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.91786
(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.92426
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887527
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177795
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495114
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.818268
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.959414
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.107361
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094984
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604391
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17634
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84386
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61516
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11652
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72427
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.078699
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.065812
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.040447
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.022819
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.036762
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.24012
(412.42, 14.14, 246.41) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 16.22143
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.86372
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.85211
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.84321
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.83702
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17565
(412.42, 14.14, 246.41) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 16.17598
(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.88446
î(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.89084
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880729
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170368
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486992
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834457
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.026176
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.176927
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078263
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585696
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15526
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82621
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59484
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09728
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80103
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.224287
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.195125
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.946257
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 7.928866
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.165869
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.87114
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.85408
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.83976
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.82817
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.81928
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.8131
(412.42, 14.14, 246.41) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 16.14622
(412.42, 14.14, 246.41) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 16.14459
(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.85485
(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.86122
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873884
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162895
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478802
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825427
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.09495
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60849
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0616
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567017
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13947
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80851
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57448
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0952
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87908
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.138652
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.94573
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.04347
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.01922
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.86968
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.84991
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.83287
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.81858
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.807
ë(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.79812
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.79195
(412.42, 14.14, 246.41) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 16.10151
(412.42, 14.14, 246.41) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 16.09989
(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.82899
(412.42, 14.14, 246.41) (376.75, 10.04, 246.88) (1.34, 1.29, 1.37) Tools 18.83536
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86537
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154152
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469864
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816298
(412.42, 14.14, 246.41) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 8.165792
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593508
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044931
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548373
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12386
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79069
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55398
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.165
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95844
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00192
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.92713
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.89901
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.8737
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.85118
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.83143
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.81442
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.80014
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.78857
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.77971
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.77355
(412.42, 14.14, 246.41) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 16.06017
(412.42, 14.14, 246.41) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 16.05855
(412.42, 14.14, 246.41) (378.67, 10.04, 248.29) (1.57, 1.29, 1.59) Tools 17.03595
(412.42, 14.14, 246.41) (378.67, 10.04, 248.29) (1.57, 1.29, 1.59) Tools 17.03997
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855867
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143802
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4585
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803806
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172992
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578537
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028278
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529757
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10814
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77278
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53338
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23591
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03917
(412.42, 14.14, 246.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91373
(412.42, 14.14, 246.41) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 13.91128
