¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.72071
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881688
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271777
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704272
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186367
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714966
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27815
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85581
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59241
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42209
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.79625
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.7685
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.74335
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.72077
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.70075
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.68325
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.66827
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 13.15709
(407.69, 14.22, 243.10) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 16.75127
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391724
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639907
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909522
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203442
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525025
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878272
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267997
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700037
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181657
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705603
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27108
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8479
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60835
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4423
ã(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.82666
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.79884
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.77362
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.75099
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.73091
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.71337
(407.69, 14.22, 243.10) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.69835
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.22563
(407.69, 14.22, 243.10) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 16.70899
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389555
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637526
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906943
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200634
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521961
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874867
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264214
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695855
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176973
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696383
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26437
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84042
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62437
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46314
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44368
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.38935
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.36099
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.33554
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.31297
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.29324
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.27635
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.26228
(407.69, 14.22, 243.10) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 16.66751
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387373
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63518
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904426
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197876
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518891
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871501
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260541
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691774
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172394
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687353
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25808
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83665
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6405
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48952
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49786
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85434
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.40092
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.37539
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.35275
Ú(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.33297
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.31603
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.30191
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385266
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632897
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901907
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195151
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515938
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868253
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256893
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687738
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165638
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678505
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25217
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85069
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65674
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53636
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52217
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83015
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.44389
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.41829
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.39557
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.37573
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.35873
(407.69, 14.22, 243.10) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 14.34457
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383196
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630641
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899463
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192469
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512971
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865004
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253337
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683757
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157872
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66981
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24446
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8648
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67307
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56486
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50787
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.7257
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.69635
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.66978
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.64597
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.62489
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.60653
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.59086
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381157
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628436
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897065
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189824
Ú(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510109
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861839
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249821
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67984
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150266
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661282
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23488
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87898
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6868
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55293
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49403
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.51489
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.48605
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.45994
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.43656
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.41586
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.39784
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.38247
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379127
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626255
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894675
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187255
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507262
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858712
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246362
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676028
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142813
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652936
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22548
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89324
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67966
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54133
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48064
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.31303
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.28467
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.25901
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.23602
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.21569
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.19799
(407.69, 14.22, 243.10) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 13.1829
(407.69, 14.22, 243.10) (374.30, 8.09, 254.08) (0.81, 2.16, 0.81) Human 18.54432
(407.69, 14.22, 243.10) (374.30, 8.09, 254.08) (0.81, 2.16, 0.81) Human 18.53178
(407.69, 14.22, 243.10) (374.30, 8.09, 254.08) (0.81, 2.16, 0.81) Human 18.5229
(407.69, 14.22, 243.10) (374.30, 8.09, 254.08) (0.81, 2.16, 0.81) Human 18.52657
(407.69, 14.22, 243.10) (374.30, 8.09, 254.08) (0.81, 2.16, 0.81) Human 18.731
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981725
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624085
(407.69, 14.22, 243.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892354
