¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50013
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169907
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758175
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4524
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24232
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99145
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81477
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76247
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77226
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11647
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7647
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.76257
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.73541
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.71292
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.6951
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.68191
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.67335
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.66941
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.61997
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395268
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650229
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927769
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227235
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541168
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885209
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263845
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682446
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147551
£(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71692
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40489
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.172
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94299
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73504
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67422
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84806
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98292
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77499
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.89999
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.87268
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.85008
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.83217
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.81892
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.81033
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.80639
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.75668
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395268
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650218
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927741
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230435
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528283
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868961
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24592
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662615
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125501
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675867
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3577
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10252
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89534
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68076
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58363
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05728
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12381
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78477
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.0437
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.01625
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.99353
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.97553
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.96222
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.9536
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.94965
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.89966
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395259
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650229
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927757
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230946
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534577
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860188
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228193
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642953
 (327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103642
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635025
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31075
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03391
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8485
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6274
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51873
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27064
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36349
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79407
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.1939
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.1663
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.14346
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.12536
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.11199
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.10333
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.09937
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.04909
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395259
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650228
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927743
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230938
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541001
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867207
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224621
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623541
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081966
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594416
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25598
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9662
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78456
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57499
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45852
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48819
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60646
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80281
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.35076
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.323
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.30003
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.28184
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.2684
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.2597
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.25574
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.20515
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395271
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650201
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927741
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230956
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547578
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87441
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232502
¤(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62648
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06193
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569939
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19762
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89932
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70715
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52345
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4236
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56422
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85276
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81107
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.51447
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.48655
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.46345
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.44515
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.43165
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.42291
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.41894
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.36803
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395288
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650244
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927767
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230937
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554317
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881783
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240602
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635414
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07181
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556625
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13998
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83331
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63081
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47289
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47974
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58528
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02441
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81872
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.68523
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.65714
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.6339
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.6155
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.60192
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.59315
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.58917
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.53793
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395275
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650227
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927779
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230983
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561175
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889292
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248842
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644494
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081915
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567863
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13582
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76812
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55555
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42319
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53582
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60324
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02992
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82593
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.86328
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.835
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.81162
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.79311
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.77946
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.77065
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.76666
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.71508
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395313
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650255
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927787
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563463
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897004
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257309
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653839
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092217
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596213
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17588
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79072
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48698
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3744
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59179
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61798
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03505
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80978
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.99682
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.9782
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.96447
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.95562
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.95164
(327.06, 7.26, 384.93) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 24.89965
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395329
(327.06, 7.26, 384.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650304
